componente,unidade,Valor por 100g,Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,1757,228,BRC0044R,Nome não encontrado
Energia,kcal,417,54,BRC0044R,Nome não encontrado
Umidade,g,"9,93","1,29",BRC0044R,Nome não encontrado
Carboidrato total,g,"72,3","9,40",BRC0044R,Nome não encontrado
Carboidrato disponível,g,"72,3","9,40",BRC0044R,Nome não encontrado
Proteína,g,"1,04","0,14",BRC0044R,Nome não encontrado
Lipídios,g,"13,8","1,79",BRC0044R,Nome não encontrado
Fibra alimentar,g,"0,07","0,01",BRC0044R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0044R,Nome não encontrado
Cinzas,g,"2,98","0,39",BRC0044R,Nome não encontrado
Colesterol,mg,"62,2","8,08",BRC0044R,Nome não encontrado
Ácidos graxos saturados,g,"3,35","0,44",BRC0044R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,96","0,38",BRC0044R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,04","0,53",BRC0044R,Nome não encontrado
Ácidos graxos trans,g,"0,74","0,10",BRC0044R,Nome não encontrado
Cálcio,mg,102,"13,4",BRC0044R,Nome não encontrado
Ferro,mg,"2,84","0,37",BRC0044R,Nome não encontrado
Sódio,mg,856,111,BRC0044R,Nome não encontrado
Magnésio,mg,"19,4","2,52",BRC0044R,Nome não encontrado
Fósforo,mg,137,"17,8",BRC0044R,Nome não encontrado
Potássio,mg,"95,9","12,5",BRC0044R,Nome não encontrado
Manganês,mg,traços,traços,BRC0044R,Nome não encontrado
Zinco,mg,"1,10","0,14",BRC0044R,Nome não encontrado
Cobre,mg,traços,traços,BRC0044R,Nome não encontrado
Selênio,mcg,,,BRC0044R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0044R,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0044R,Nome não encontrado
Vitamina D,mcg,"0,13","0,02",BRC0044R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,90","0,25",BRC0044R,Nome não encontrado
Tiamina,mg,traços,traços,BRC0044R,Nome não encontrado
Riboflavina,mg,"0,12","0,02",BRC0044R,Nome não encontrado
Niacina,mg,traços,traços,BRC0044R,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0044R,Nome não encontrado
Vitamina B12,mcg,"0,27","0,04",BRC0044R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0044R,Nome não encontrado
Equivalente de folato,mcg,181,"23,6",BRC0044R,Nome não encontrado
Sal de adição,g,,,BRC0044R,Nome não encontrado
Açúcar de adição,g,,,BRC0044R,Nome não encontrado
Gordura de adição,g,,,BRC0044R,Nome não encontrado
Proteína vegetal,g,,,BRC0044R,Nome não encontrado
Proteína animal,g,,,BRC0044R,Nome não encontrado
