componente,unidade,Valor por 100g,Colher sopa cheia (30 g),Colher sopa rasa (20 g),codigo_alimento,nome_alimento
Energia,kJ,82,24,16,BRC0704B,Nome não encontrado
Energia,kcal,19,5,3,BRC0704B,Nome não encontrado
Umidade,g,"94,3","28,3","18,9",BRC0704B,Nome não encontrado
Carboidrato total,g,"4,00","1,20","0,80",BRC0704B,Nome não encontrado
Carboidrato disponível,g,"3,30","0,99","0,66",BRC0704B,Nome não encontrado
Proteína,g,"0,95","0,29","0,19",BRC0704B,Nome não encontrado
Lipídios,g,"0,11","0,03","0,02",BRC0704B,Nome não encontrado
Fibra alimentar,g,"0,70","0,21","0,14",BRC0704B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0704B,Nome não encontrado
Cinzas,g,"0,60","0,18","0,12",BRC0704B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0704B,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,00","0,00",BRC0704B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,00","0,00",BRC0704B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04","0,01","0,01",BRC0704B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0704B,Nome não encontrado
Cálcio,mg,"11,0","3,30","2,20",BRC0704B,Nome não encontrado
Ferro,mg,"0,68","0,20","0,14",BRC0704B,Nome não encontrado
Sódio,mg,247,"74,1","49,4",BRC0704B,Nome não encontrado
Magnésio,mg,"9,00","2,70","1,80",BRC0704B,Nome não encontrado
Fósforo,mg,"28,0","8,40","5,60",BRC0704B,Nome não encontrado
Potássio,mg,218,"65,4","43,6",BRC0704B,Nome não encontrado
Manganês,mg,"0,11","0,03","0,02",BRC0704B,Nome não encontrado
Zinco,mg,"0,14","0,04","0,03",BRC0704B,Nome não encontrado
Cobre,mg,"0,08","0,02","0,02",BRC0704B,Nome não encontrado
Selênio,mcg,,,,BRC0704B,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0704B,Nome não encontrado
Vitamina A (RAE),mcg,"24,0","7,20","4,80",BRC0704B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0704B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,56","0,17","0,11",BRC0704B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,01",BRC0704B,Nome não encontrado
Riboflavina,mg,"0,02","0,01","0,00",BRC0704B,Nome não encontrado
Niacina,mg,"0,53","0,16","0,11",BRC0704B,Nome não encontrado
Vitamina B6,mg,"0,08","0,02","0,02",BRC0704B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0704B,Nome não encontrado
Vitamina C,mg,"22,8","6,84","4,56",BRC0704B,Nome não encontrado
Equivalente de folato,mcg,"13,0","3,90","2,60",BRC0704B,Nome não encontrado
Sal de adição,g,,,,BRC0704B,Nome não encontrado
Açúcar de adição,g,,,,BRC0704B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0704B,Nome não encontrado
Proteína vegetal,g,"0,95","0,29","0,19",BRC0704B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0704B,Nome não encontrado
