componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (8 g),codigo_alimento,nome_alimento
Energia,kJ,1538,123,BRC0173A,Nome não encontrado
Energia,kcal,363,29,BRC0173A,Nome não encontrado
Umidade,g,"9,05","0,72",BRC0173A,Nome não encontrado
Carboidrato total,g,"74,6","5,96",BRC0173A,Nome não encontrado
Carboidrato disponível,g,"71,2","5,69",BRC0173A,Nome não encontrado
Proteína,g,"10,5","0,84",BRC0173A,Nome não encontrado
Lipídios,g,"3,30","0,26",BRC0173A,Nome não encontrado
Fibra alimentar,g,"3,40","0,27",BRC0173A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0173A,Nome não encontrado
Cinzas,g,"2,57","0,21",BRC0173A,Nome não encontrado
Colesterol,mg,,,BRC0173A,Nome não encontrado
Ácidos graxos saturados,g,"0,90","0,07",BRC0173A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,80","0,06",BRC0173A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,00","0,08",BRC0173A,Nome não encontrado
Ácidos graxos trans,g,"0,45","0,04",BRC0173A,Nome não encontrado
Cálcio,mg,"18,7","1,50",BRC0173A,Nome não encontrado
Ferro,mg,"5,24","0,42",BRC0173A,Nome não encontrado
Sódio,mg,829,"66,4",BRC0173A,Nome não encontrado
Magnésio,mg,"31,6","2,53",BRC0173A,Nome não encontrado
Fósforo,mg,113,"9,11",BRC0173A,Nome não encontrado
Potássio,mg,189,"15,2",BRC0173A,Nome não encontrado
Manganês,mg,"0,55","0,04",BRC0173A,Nome não encontrado
Zinco,mg,"0,91","0,07",BRC0173A,Nome não encontrado
Cobre,mg,"0,16","0,01",BRC0173A,Nome não encontrado
Selênio,mcg,,,BRC0173A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0173A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0173A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0173A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,19","0,01",BRC0173A,Nome não encontrado
Tiamina,mg,"0,38","0,03",BRC0173A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0173A,Nome não encontrado
Niacina,mg,traços,traços,BRC0173A,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0173A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0173A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0173A,Nome não encontrado
Equivalente de folato,mcg,260,"20,8",BRC0173A,Nome não encontrado
Sal de adição,g,,,BRC0173A,Nome não encontrado
Açúcar de adição,g,,,BRC0173A,Nome não encontrado
Gordura de adição,g,,,BRC0173A,Nome não encontrado
Proteína vegetal,g,,,BRC0173A,Nome não encontrado
Proteína animal,g,,,BRC0173A,Nome não encontrado
