componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1770,283,BRC0045R,Nome não encontrado
Energia,kcal,421,67,BRC0045R,Nome não encontrado
Umidade,g,"10,3","1,65",BRC0045R,Nome não encontrado
Carboidrato total,g,"70,0","11,2",BRC0045R,Nome não encontrado
Carboidrato disponível,g,"70,0","11,2",BRC0045R,Nome não encontrado
Proteína,g,"3,65","0,58",BRC0045R,Nome não encontrado
Lipídios,g,"14,0","2,24",BRC0045R,Nome não encontrado
Fibra alimentar,g,,,BRC0045R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0045R,Nome não encontrado
Cinzas,g,"2,01","0,32",BRC0045R,Nome não encontrado
Colesterol,mg,"63,1","10,1",BRC0045R,Nome não encontrado
Ácidos graxos saturados,g,"3,40","0,54",BRC0045R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,00","0,48",BRC0045R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,10","0,66",BRC0045R,Nome não encontrado
Ácidos graxos trans,g,"0,75","0,12",BRC0045R,Nome não encontrado
Cálcio,mg,135,"21,6",BRC0045R,Nome não encontrado
Ferro,mg,"0,44","0,07",BRC0045R,Nome não encontrado
Sódio,mg,624,"99,9",BRC0045R,Nome não encontrado
Magnésio,mg,"10,5","1,68",BRC0045R,Nome não encontrado
Fósforo,mg,121,"19,5",BRC0045R,Nome não encontrado
Potássio,mg,"89,6","14,3",BRC0045R,Nome não encontrado
Manganês,mg,traços,traços,BRC0045R,Nome não encontrado
Zinco,mg,"0,66","0,11",BRC0045R,Nome não encontrado
Cobre,mg,traços,traços,BRC0045R,Nome não encontrado
Selênio,mcg,,,BRC0045R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0045R,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0045R,Nome não encontrado
Vitamina D,mcg,"0,13","0,02",BRC0045R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,93","0,31",BRC0045R,Nome não encontrado
Tiamina,mg,traços,traços,BRC0045R,Nome não encontrado
Riboflavina,mg,"0,12","0,02",BRC0045R,Nome não encontrado
Niacina,mg,traços,traços,BRC0045R,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0045R,Nome não encontrado
Vitamina B12,mcg,"0,27","0,04",BRC0045R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0045R,Nome não encontrado
Equivalente de folato,mcg,180,"28,9",BRC0045R,Nome não encontrado
Sal de adição,g,,,BRC0045R,Nome não encontrado
Açúcar de adição,g,,,BRC0045R,Nome não encontrado
Gordura de adição,g,,,BRC0045R,Nome não encontrado
Proteína vegetal,g,,,BRC0045R,Nome não encontrado
Proteína animal,g,,,BRC0045R,Nome não encontrado
