componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,777,776,BRC0028E,Nome não encontrado
Energia,kcal,184,183,BRC0028E,Nome não encontrado
Umidade,g,"57,0","57,0",BRC0028E,Nome não encontrado
Carboidrato total,g,"0,56","0,56",BRC0028E,Nome não encontrado
Carboidrato disponível,g,"0,56","0,56",BRC0028E,Nome não encontrado
Proteína,g,"36,5","36,5",BRC0028E,Nome não encontrado
Lipídios,g,"3,98","3,98",BRC0028E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0028E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0028E,Nome não encontrado
Cinzas,g,"2,03","2,03",BRC0028E,Nome não encontrado
Colesterol,mg,125,125,BRC0028E,Nome não encontrado
Ácidos graxos saturados,g,"1,80","1,80",BRC0028E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,30","1,30",BRC0028E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,30",BRC0028E,Nome não encontrado
Ácidos graxos trans,g,,,BRC0028E,Nome não encontrado
Cálcio,mg,113,113,BRC0028E,Nome não encontrado
Ferro,mg,"0,78","0,78",BRC0028E,Nome não encontrado
Sódio,mg,"81,0","81,0",BRC0028E,Nome não encontrado
Magnésio,mg,"42,4","42,4",BRC0028E,Nome não encontrado
Fósforo,mg,331,331,BRC0028E,Nome não encontrado
Potássio,mg,527,527,BRC0028E,Nome não encontrado
Manganês,mg,"0,08","0,08",BRC0028E,Nome não encontrado
Zinco,mg,"2,10","2,10",BRC0028E,Nome não encontrado
Cobre,mg,"0,04","0,04",BRC0028E,Nome não encontrado
Selênio,mcg,,,BRC0028E,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0028E,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0028E,Nome não encontrado
Vitamina D,mcg,,,BRC0028E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0028E,Nome não encontrado
Tiamina,mg,"0,03","0,03",BRC0028E,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0028E,Nome não encontrado
Niacina,mg,"6,63","6,63",BRC0028E,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0028E,Nome não encontrado
Vitamina B12,mcg,,,BRC0028E,Nome não encontrado
Vitamina C,mg,,,BRC0028E,Nome não encontrado
Equivalente de folato,mcg,,,BRC0028E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0028E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0028E,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0028E,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0028E,Nome não encontrado
Proteína animal,g,"36,5","36,5",BRC0028E,Nome não encontrado
