componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,606,BRC0510E,Nome não encontrado
Energia,kcal,144,BRC0510E,Nome não encontrado
Umidade,g,"66,7",BRC0510E,Nome não encontrado
Carboidrato total,g,"0,00",BRC0510E,Nome não encontrado
Carboidrato disponível,g,"0,00",BRC0510E,Nome não encontrado
Proteína,g,"27,7",BRC0510E,Nome não encontrado
Lipídios,g,"3,68",BRC0510E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0510E,Nome não encontrado
Álcool,g,"0,00",BRC0510E,Nome não encontrado
Cinzas,g,"1,93",BRC0510E,Nome não encontrado
Colesterol,mg,"46,7",BRC0510E,Nome não encontrado
Ácidos graxos saturados,g,"0,54",BRC0510E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,06",BRC0510E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,87",BRC0510E,Nome não encontrado
Ácidos graxos trans,g,"0,03",BRC0510E,Nome não encontrado
Cálcio,mg,"17,8",BRC0510E,Nome não encontrado
Ferro,mg,traços,BRC0510E,Nome não encontrado
Sódio,mg,265,BRC0510E,Nome não encontrado
Magnésio,mg,"34,0",BRC0510E,Nome não encontrado
Fósforo,mg,228,BRC0510E,Nome não encontrado
Potássio,mg,356,BRC0510E,Nome não encontrado
Manganês,mg,"0,03",BRC0510E,Nome não encontrado
Zinco,mg,"0,85",BRC0510E,Nome não encontrado
Cobre,mg,"0,08",BRC0510E,Nome não encontrado
Selênio,mcg,,BRC0510E,Nome não encontrado
Vitamina A (RE),mcg,"0,00",BRC0510E,Nome não encontrado
Vitamina A (RAE),mcg,"0,00",BRC0510E,Nome não encontrado
Vitamina D,mcg,,BRC0510E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC0510E,Nome não encontrado
Tiamina,mg,"0,04",BRC0510E,Nome não encontrado
Riboflavina,mg,"0,06",BRC0510E,Nome não encontrado
Niacina,mg,"3,29",BRC0510E,Nome não encontrado
Vitamina B6,mg,"0,16",BRC0510E,Nome não encontrado
Vitamina B12,mcg,"1,74",BRC0510E,Nome não encontrado
Vitamina C,mg,"0,00",BRC0510E,Nome não encontrado
Equivalente de folato,mcg,,BRC0510E,Nome não encontrado
Sal de adição,g,"0,00",BRC0510E,Nome não encontrado
Açúcar de adição,g,"0,45",BRC0510E,Nome não encontrado
Gordura de adição,g,-,BRC0510E,Nome não encontrado
Proteína vegetal,g,-,BRC0510E,Nome não encontrado
Proteína animal,g,-,BRC0510E,Nome não encontrado
