componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,791,BRC1016F,Nome não encontrado
Energia,kcal,187,BRC1016F,Nome não encontrado
Umidade,g,"74,2",BRC1016F,Nome não encontrado
Carboidrato total,g,"1,31",BRC1016F,Nome não encontrado
Carboidrato disponível,g,"1,01",BRC1016F,Nome não encontrado
Proteína,g,"20,6",BRC1016F,Nome não encontrado
Lipídios,g,"2,57",BRC1016F,Nome não encontrado
Fibra alimentar,g,"0,29",BRC1016F,Nome não encontrado
Álcool,g,"0,00",BRC1016F,Nome não encontrado
Cinzas,g,"1,35",BRC1016F,Nome não encontrado
Colesterol,mg,"64,7",BRC1016F,Nome não encontrado
Ácidos graxos saturados,g,"0,47",BRC1016F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,51",BRC1016F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,82",BRC1016F,Nome não encontrado
Ácidos graxos trans,g,,BRC1016F,Nome não encontrado
Cálcio,mg,"14,3",BRC1016F,Nome não encontrado
Ferro,mg,"0,67",BRC1016F,Nome não encontrado
Sódio,mg,291,BRC1016F,Nome não encontrado
Magnésio,mg,"23,7",BRC1016F,Nome não encontrado
Fósforo,mg,161,BRC1016F,Nome não encontrado
Potássio,mg,211,BRC1016F,Nome não encontrado
Manganês,mg,"0,05",BRC1016F,Nome não encontrado
Zinco,mg,"1,21",BRC1016F,Nome não encontrado
Cobre,mg,"0,08",BRC1016F,Nome não encontrado
Selênio,mcg,"0,04",BRC1016F,Nome não encontrado
Vitamina A (RE),mcg,"7,91",BRC1016F,Nome não encontrado
Vitamina A (RAE),mcg,"13,2",BRC1016F,Nome não encontrado
Vitamina D,mcg,"0,10",BRC1016F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,31",BRC1016F,Nome não encontrado
Tiamina,mg,"0,04",BRC1016F,Nome não encontrado
Riboflavina,mg,"0,10",BRC1016F,Nome não encontrado
Niacina,mg,"6,35",BRC1016F,Nome não encontrado
Vitamina B6,mg,"0,54",BRC1016F,Nome não encontrado
Vitamina B12,mcg,"0,46",BRC1016F,Nome não encontrado
Vitamina C,mg,"8,67",BRC1016F,Nome não encontrado
Equivalente de folato,mcg,"10,1",BRC1016F,Nome não encontrado
Sal de adição,g,"0,00",BRC1016F,Nome não encontrado
Açúcar de adição,g,"0,45",BRC1016F,Nome não encontrado
Gordura de adição,g,-,BRC1016F,Nome não encontrado
Proteína vegetal,g,-,BRC1016F,Nome não encontrado
Proteína animal,g,-,BRC1016F,Nome não encontrado
