componente,unidade,Valor por 100g,Colher sopa cheia (30 g),Colher sopa rasa (20 g),codigo_alimento,nome_alimento
Energia,kJ,368,110,73,BRC0028B,Nome não encontrado
Energia,kcal,87,26,17,BRC0028B,Nome não encontrado
Umidade,g,"76,7","23,0","15,3",BRC0028B,Nome não encontrado
Carboidrato total,g,"21,6","6,47","4,31",BRC0028B,Nome não encontrado
Carboidrato disponível,g,"19,6","5,89","3,93",BRC0028B,Nome não encontrado
Proteína,g,"0,82","0,25","0,16",BRC0028B,Nome não encontrado
Lipídios,g,"0,12","0,03","0,02",BRC0028B,Nome não encontrado
Fibra alimentar,g,"1,93","0,58","0,39",BRC0028B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0028B,Nome não encontrado
Cinzas,g,"0,83","0,25","0,17",BRC0028B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0028B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01","0,01",BRC0028B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,01","0,01",BRC0028B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,01","0,00",BRC0028B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0028B,Nome não encontrado
Cálcio,mg,"15,2","4,56","3,04",BRC0028B,Nome não encontrado
Ferro,mg,"0,27","0,08","0,05",BRC0028B,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0028B,Nome não encontrado
Magnésio,mg,"10,6","3,19","2,13",BRC0028B,Nome não encontrado
Fósforo,mg,"40,1","12,0","8,02",BRC0028B,Nome não encontrado
Potássio,mg,448,134,"89,6",BRC0028B,Nome não encontrado
Manganês,mg,"0,06","0,02","0,01",BRC0028B,Nome não encontrado
Zinco,mg,"0,18","0,05","0,04",BRC0028B,Nome não encontrado
Cobre,mg,"0,04","0,01","0,01",BRC0028B,Nome não encontrado
Selênio,mcg,"0,20","0,06","0,04",BRC0028B,Nome não encontrado
Vitamina A (RE),mcg,"24,5","7,35","4,90",BRC0028B,Nome não encontrado
Vitamina A (RAE),mcg,"12,3","3,68","2,45",BRC0028B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0028B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,08","0,02","0,02",BRC0028B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,01",BRC0028B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0028B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0028B,Nome não encontrado
Vitamina B6,mg,"0,11","0,03","0,02",BRC0028B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0028B,Nome não encontrado
Vitamina C,mg,"6,70","2,01","1,34",BRC0028B,Nome não encontrado
Equivalente de folato,mcg,"15,6","4,69","3,13",BRC0028B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0028B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0028B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0028B,Nome não encontrado
Proteína vegetal,g,"0,82","0,25","0,16",BRC0028B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0028B,Nome não encontrado
