componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1402,BRC1170B,Nome não encontrado
Energia,kcal,337,BRC1170B,Nome não encontrado
Umidade,g,"41,0",BRC1170B,Nome não encontrado
Carboidrato total,g,"20,7",BRC1170B,Nome não encontrado
Carboidrato disponível,g,"17,1",BRC1170B,Nome não encontrado
Proteína,g,"12,7",BRC1170B,Nome não encontrado
Lipídios,g,"23,4",BRC1170B,Nome não encontrado
Fibra alimentar,g,"3,61",BRC1170B,Nome não encontrado
Álcool,g,"0,00",BRC1170B,Nome não encontrado
Cinzas,g,"2,13",BRC1170B,Nome não encontrado
Colesterol,mg,"33,3",BRC1170B,Nome não encontrado
Ácidos graxos saturados,g,"7,79",BRC1170B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,40",BRC1170B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,17",BRC1170B,Nome não encontrado
Ácidos graxos trans,g,"0,34",BRC1170B,Nome não encontrado
Cálcio,mg,198,BRC1170B,Nome não encontrado
Ferro,mg,"0,45",BRC1170B,Nome não encontrado
Sódio,mg,146,BRC1170B,Nome não encontrado
Magnésio,mg,"15,1",BRC1170B,Nome não encontrado
Fósforo,mg,169,BRC1170B,Nome não encontrado
Potássio,mg,319,BRC1170B,Nome não encontrado
Manganês,mg,"0,09",BRC1170B,Nome não encontrado
Zinco,mg,"1,24",BRC1170B,Nome não encontrado
Cobre,mg,"0,09",BRC1170B,Nome não encontrado
Selênio,mcg,"4,83",BRC1170B,Nome não encontrado
Vitamina A (RE),mcg,"28,1",BRC1170B,Nome não encontrado
Vitamina A (RAE),mcg,"26,9",BRC1170B,Nome não encontrado
Vitamina D,mcg,"0,01",BRC1170B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,12",BRC1170B,Nome não encontrado
Tiamina,mg,"0,10",BRC1170B,Nome não encontrado
Riboflavina,mg,"0,05",BRC1170B,Nome não encontrado
Niacina,mg,"2,18",BRC1170B,Nome não encontrado
Vitamina B6,mg,"0,06",BRC1170B,Nome não encontrado
Vitamina B12,mcg,"0,87",BRC1170B,Nome não encontrado
Vitamina C,mg,"9,26",BRC1170B,Nome não encontrado
Equivalente de folato,mcg,"13,8",BRC1170B,Nome não encontrado
Sal de adição,g,"0,00",BRC1170B,Nome não encontrado
Açúcar de adição,g,,BRC1170B,Nome não encontrado
Gordura de adição,g,-,BRC1170B,Nome não encontrado
Proteína vegetal,g,-,BRC1170B,Nome não encontrado
Proteína animal,g,-,BRC1170B,Nome não encontrado
