componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,127,BRC0292C,Nome não encontrado
Energia,kcal,30,BRC0292C,Nome não encontrado
Umidade,g,"92,2",BRC0292C,Nome não encontrado
Carboidrato total,g,"6,91",BRC0292C,Nome não encontrado
Carboidrato disponível,g,"6,34",BRC0292C,Nome não encontrado
Proteína,g,"0,45",BRC0292C,Nome não encontrado
Lipídios,g,"0,20",BRC0292C,Nome não encontrado
Fibra alimentar,g,"0,57",BRC0292C,Nome não encontrado
Álcool,g,"0,00",BRC0292C,Nome não encontrado
Cinzas,g,"0,28",BRC0292C,Nome não encontrado
Colesterol,mg,"0,00",BRC0292C,Nome não encontrado
Ácidos graxos saturados,g,"0,06",BRC0292C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,04",BRC0292C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03",BRC0292C,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0292C,Nome não encontrado
Cálcio,mg,"8,40",BRC0292C,Nome não encontrado
Ferro,mg,"0,50",BRC0292C,Nome não encontrado
Sódio,mg,"0,33",BRC0292C,Nome não encontrado
Magnésio,mg,"2,60",BRC0292C,Nome não encontrado
Fósforo,mg,"0,06",BRC0292C,Nome não encontrado
Potássio,mg,144,BRC0292C,Nome não encontrado
Manganês,mg,"0,10",BRC0292C,Nome não encontrado
Zinco,mg,"0,20",BRC0292C,Nome não encontrado
Cobre,mg,"0,02",BRC0292C,Nome não encontrado
Selênio,mcg,"0,40",BRC0292C,Nome não encontrado
Vitamina A (RE),mcg,,BRC0292C,Nome não encontrado
Vitamina A (RAE),mcg,,BRC0292C,Nome não encontrado
Vitamina D,mcg,,BRC0292C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC0292C,Nome não encontrado
Tiamina,mg,"0,06",BRC0292C,Nome não encontrado
Riboflavina,mg,"0,03",BRC0292C,Nome não encontrado
Niacina,mg,traços,BRC0292C,Nome não encontrado
Vitamina B6,mg,"0,03",BRC0292C,Nome não encontrado
Vitamina B12,mcg,-,BRC0292C,Nome não encontrado
Vitamina C,mg,,BRC0292C,Nome não encontrado
Equivalente de folato,mcg,"5,29",BRC0292C,Nome não encontrado
Sal de adição,g,"0,00",BRC0292C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0292C,Nome não encontrado
Gordura de adição,g,"0,00",BRC0292C,Nome não encontrado
Proteína vegetal,g,"0,45",BRC0292C,Nome não encontrado
Proteína animal,g,"0,00",BRC0292C,Nome não encontrado
