componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,118,282,194,BRC0125C,Nome não encontrado
Energia,kcal,28,66,45,BRC0125C,Nome não encontrado
Umidade,g,"92,8",222,153,BRC0125C,Nome não encontrado
Carboidrato total,g,"6,21","14,9","10,2",BRC0125C,Nome não encontrado
Carboidrato disponível,g,"6,05","14,5","9,98",BRC0125C,Nome não encontrado
Proteína,g,"0,61","1,47","1,01",BRC0125C,Nome não encontrado
Lipídios,g,"0,09","0,22","0,15",BRC0125C,Nome não encontrado
Fibra alimentar,g,"0,17","0,40","0,27",BRC0125C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0125C,Nome não encontrado
Cinzas,g,"0,28","0,68","0,47",BRC0125C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0125C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,04","0,02",BRC0125C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,05","0,03",BRC0125C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,05","0,04",BRC0125C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0125C,Nome não encontrado
Cálcio,mg,"8,90","21,4","14,7",BRC0125C,Nome não encontrado
Ferro,mg,traços,traços,traços,BRC0125C,Nome não encontrado
Sódio,mg,"0,06","0,15","0,10",BRC0125C,Nome não encontrado
Magnésio,mg,"6,62","15,9","10,9",BRC0125C,Nome não encontrado
Fósforo,mg,"12,3","29,6","20,3",BRC0125C,Nome não encontrado
Potássio,mg,122,294,202,BRC0125C,Nome não encontrado
Manganês,mg,"0,03","0,07","0,05",BRC0125C,Nome não encontrado
Zinco,mg,"0,01","0,02","0,02",BRC0125C,Nome não encontrado
Cobre,mg,"0,01","0,03","0,02",BRC0125C,Nome não encontrado
Selênio,mcg,"0,28","0,66","0,46",BRC0125C,Nome não encontrado
Vitamina A (RE),mcg,"20,7","49,7","34,2",BRC0125C,Nome não encontrado
Vitamina A (RAE),mcg,"10,4","24,8","17,1",BRC0125C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0125C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,03","0,02",BRC0125C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0125C,Nome não encontrado
Riboflavina,mg,"0,01","0,01","0,01",BRC0125C,Nome não encontrado
Niacina,mg,"0,07","0,16","0,11",BRC0125C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0125C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0125C,Nome não encontrado
Vitamina C,mg,196,470,323,BRC0125C,Nome não encontrado
Equivalente de folato,mcg,"17,7","42,5","29,2",BRC0125C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0125C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0125C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0125C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0125C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0125C,Nome não encontrado
