componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,1088,979,BRC0653A,Nome não encontrado
Energia,kcal,262,235,BRC0653A,Nome não encontrado
Umidade,g,"57,2","51,5",BRC0653A,Nome não encontrado
Carboidrato total,g,"14,6","13,1",BRC0653A,Nome não encontrado
Carboidrato disponível,g,"13,6","12,2",BRC0653A,Nome não encontrado
Proteína,g,"7,09","6,38",BRC0653A,Nome não encontrado
Lipídios,g,"19,7","17,7",BRC0653A,Nome não encontrado
Fibra alimentar,g,"1,01","0,90",BRC0653A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0653A,Nome não encontrado
Cinzas,g,"1,44","1,30",BRC0653A,Nome não encontrado
Colesterol,mg,113,102,BRC0653A,Nome não encontrado
Ácidos graxos saturados,g,"10,6","9,52",BRC0653A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,03","4,52",BRC0653A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,59","0,53",BRC0653A,Nome não encontrado
Ácidos graxos trans,g,"0,57","0,51",BRC0653A,Nome não encontrado
Cálcio,mg,134,120,BRC0653A,Nome não encontrado
Ferro,mg,"1,41","1,27",BRC0653A,Nome não encontrado
Sódio,mg,311,280,BRC0653A,Nome não encontrado
Magnésio,mg,"17,8","16,0",BRC0653A,Nome não encontrado
Fósforo,mg,150,135,BRC0653A,Nome não encontrado
Potássio,mg,126,113,BRC0653A,Nome não encontrado
Manganês,mg,"0,20","0,18",BRC0653A,Nome não encontrado
Zinco,mg,"0,84","0,76",BRC0653A,Nome não encontrado
Cobre,mg,"0,07","0,06",BRC0653A,Nome não encontrado
Selênio,mcg,"3,74","3,37",BRC0653A,Nome não encontrado
Vitamina A (RE),mcg,188,169,BRC0653A,Nome não encontrado
Vitamina A (RAE),mcg,167,151,BRC0653A,Nome não encontrado
Vitamina D,mcg,"0,65","0,58",BRC0653A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,00","0,90",BRC0653A,Nome não encontrado
Tiamina,mg,"0,08","0,07",BRC0653A,Nome não encontrado
Riboflavina,mg,"0,14","0,13",BRC0653A,Nome não encontrado
Niacina,mg,"0,19","0,17",BRC0653A,Nome não encontrado
Vitamina B6,mg,"0,05","0,04",BRC0653A,Nome não encontrado
Vitamina B12,mcg,"0,33","0,30",BRC0653A,Nome não encontrado
Vitamina C,mg,"0,34","0,30",BRC0653A,Nome não encontrado
Equivalente de folato,mcg,"69,6","62,7",BRC0653A,Nome não encontrado
Sal de adição,g,"0,47","0,42",BRC0653A,Nome não encontrado
Açúcar de adição,g,"0,21","0,19",BRC0653A,Nome não encontrado
Gordura de adição,g,-,-,BRC0653A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0653A,Nome não encontrado
Proteína animal,g,-,-,BRC0653A,Nome não encontrado
