componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,1243,1242,BRC0948A,Nome não encontrado
Energia,kcal,295,295,BRC0948A,Nome não encontrado
Umidade,g,"32,0","32,0",BRC0948A,Nome não encontrado
Carboidrato total,g,"49,4","49,4",BRC0948A,Nome não encontrado
Carboidrato disponível,g,"45,9","45,9",BRC0948A,Nome não encontrado
Proteína,g,"8,20","8,20",BRC0948A,Nome não encontrado
Lipídios,g,"7,99","7,99",BRC0948A,Nome não encontrado
Fibra alimentar,g,"3,50","3,50",BRC0948A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0948A,Nome não encontrado
Cinzas,g,"2,45","2,45",BRC0948A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0948A,Nome não encontrado
Ácidos graxos saturados,g,"2,92","2,92",BRC0948A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,75","1,75",BRC0948A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,29","2,29",BRC0948A,Nome não encontrado
Ácidos graxos trans,g,,,BRC0948A,Nome não encontrado
Cálcio,mg,146,146,BRC0948A,Nome não encontrado
Ferro,mg,"3,63","3,63",BRC0948A,Nome não encontrado
Sódio,mg,736,736,BRC0948A,Nome não encontrado
Magnésio,mg,"22,0","22,0",BRC0948A,Nome não encontrado
Fósforo,mg,206,206,BRC0948A,Nome não encontrado
Potássio,mg,125,125,BRC0948A,Nome não encontrado
Manganês,mg,,,BRC0948A,Nome não encontrado
Zinco,mg,"0,53","0,53",BRC0948A,Nome não encontrado
Cobre,mg,"0,10","0,10",BRC0948A,Nome não encontrado
Selênio,mcg,"22,3","22,3",BRC0948A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0948A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0948A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0948A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0948A,Nome não encontrado
Tiamina,mg,"0,50","0,50",BRC0948A,Nome não encontrado
Riboflavina,mg,"0,28","0,28",BRC0948A,Nome não encontrado
Niacina,mg,"4,42","4,42",BRC0948A,Nome não encontrado
Vitamina B6,mg,"0,06","0,06",BRC0948A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0948A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0948A,Nome não encontrado
Equivalente de folato,mcg,149,149,BRC0948A,Nome não encontrado
Sal de adição,g,,,BRC0948A,Nome não encontrado
Açúcar de adição,g,,,BRC0948A,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0948A,Nome não encontrado
Proteína vegetal,g,"8,20","8,20",BRC0948A,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0948A,Nome não encontrado
