componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,198,BRC1143B,Nome não encontrado
Energia,kcal,47,BRC1143B,Nome não encontrado
Umidade,g,"86,0",BRC1143B,Nome não encontrado
Carboidrato total,g,"10,1",BRC1143B,Nome não encontrado
Carboidrato disponível,g,"6,42",BRC1143B,Nome não encontrado
Proteína,g,"2,61",BRC1143B,Nome não encontrado
Lipídios,g,"0,42",BRC1143B,Nome não encontrado
Fibra alimentar,g,"3,69",BRC1143B,Nome não encontrado
Álcool,g,"0,00",BRC1143B,Nome não encontrado
Cinzas,g,"0,85",BRC1143B,Nome não encontrado
Colesterol,mg,"0,00",BRC1143B,Nome não encontrado
Ácidos graxos saturados,g,"0,04",BRC1143B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03",BRC1143B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07",BRC1143B,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC1143B,Nome não encontrado
Cálcio,mg,"3,40",BRC1143B,Nome não encontrado
Ferro,mg,"1,24",BRC1143B,Nome não encontrado
Sódio,mg,"81,0",BRC1143B,Nome não encontrado
Magnésio,mg,"15,7",BRC1143B,Nome não encontrado
Fósforo,mg,"96,9",BRC1143B,Nome não encontrado
Potássio,mg,326,BRC1143B,Nome não encontrado
Manganês,mg,"0,15",BRC1143B,Nome não encontrado
Zinco,mg,"1,19",BRC1143B,Nome não encontrado
Cobre,mg,"0,56",BRC1143B,Nome não encontrado
Selênio,mcg,"12,7",BRC1143B,Nome não encontrado
Vitamina A (RE),mcg,,BRC1143B,Nome não encontrado
Vitamina A (RAE),mcg,,BRC1143B,Nome não encontrado
Vitamina D,mcg,"0,30",BRC1143B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC1143B,Nome não encontrado
Tiamina,mg,"0,29",BRC1143B,Nome não encontrado
Riboflavina,mg,"0,38",BRC1143B,Nome não encontrado
Niacina,mg,"19,0",BRC1143B,Nome não encontrado
Vitamina B6,mg,"1,36",BRC1143B,Nome não encontrado
Vitamina B12,mcg,,BRC1143B,Nome não encontrado
Vitamina C,mg,"1,43",BRC1143B,Nome não encontrado
Equivalente de folato,mcg,"13,0",BRC1143B,Nome não encontrado
Sal de adição,g,"0,00",BRC1143B,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1143B,Nome não encontrado
Gordura de adição,g,"0,00",BRC1143B,Nome não encontrado
Proteína vegetal,g,"2,61",BRC1143B,Nome não encontrado
Proteína animal,g,"0,00",BRC1143B,Nome não encontrado
