componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (60 g),codigo_alimento,nome_alimento
Energia,kJ,1937,1161,BRC0192K,Nome não encontrado
Energia,kcal,463,277,BRC0192K,Nome não encontrado
Umidade,g,"13,0","7,81",BRC0192K,Nome não encontrado
Carboidrato total,g,"52,8","31,7",BRC0192K,Nome não encontrado
Carboidrato disponível,g,"52,2","31,3",BRC0192K,Nome não encontrado
Proteína,g,"8,09","4,85",BRC0192K,Nome não encontrado
Lipídios,g,"24,5","14,7",BRC0192K,Nome não encontrado
Fibra alimentar,g,"0,69","0,42",BRC0192K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0192K,Nome não encontrado
Cinzas,g,"1,55","0,93",BRC0192K,Nome não encontrado
Colesterol,mg,113,"68,3",BRC0192K,Nome não encontrado
Ácidos graxos saturados,g,"12,9","7,76",BRC0192K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"8,28","4,97",BRC0192K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,53","0,92",BRC0192K,Nome não encontrado
Ácidos graxos trans,g,"0,39","0,23",BRC0192K,Nome não encontrado
Cálcio,mg,156,"93,7",BRC0192K,Nome não encontrado
Ferro,mg,"1,82","1,09",BRC0192K,Nome não encontrado
Sódio,mg,104,"62,7",BRC0192K,Nome não encontrado
Magnésio,mg,"37,9","22,7",BRC0192K,Nome não encontrado
Fósforo,mg,180,108,BRC0192K,Nome não encontrado
Potássio,mg,260,156,BRC0192K,Nome não encontrado
Manganês,mg,"0,17","0,10",BRC0192K,Nome não encontrado
Zinco,mg,"0,93","0,56",BRC0192K,Nome não encontrado
Cobre,mg,"0,16","0,10",BRC0192K,Nome não encontrado
Selênio,mcg,"6,78","4,07",BRC0192K,Nome não encontrado
Vitamina A (RE),mcg,131,"79,1",BRC0192K,Nome não encontrado
Vitamina A (RAE),mcg,130,"78,5",BRC0192K,Nome não encontrado
Vitamina D,mcg,"0,48","0,29",BRC0192K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,60","0,36",BRC0192K,Nome não encontrado
Tiamina,mg,"0,08","0,05",BRC0192K,Nome não encontrado
Riboflavina,mg,"0,28","0,17",BRC0192K,Nome não encontrado
Niacina,mg,"0,47","0,28",BRC0192K,Nome não encontrado
Vitamina B6,mg,"0,23","0,14",BRC0192K,Nome não encontrado
Vitamina B12,mcg,"0,57","0,34",BRC0192K,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0192K,Nome não encontrado
Equivalente de folato,mcg,"44,2","26,5",BRC0192K,Nome não encontrado
Sal de adição,g,,,BRC0192K,Nome não encontrado
Açúcar de adição,g,,,BRC0192K,Nome não encontrado
Gordura de adição,g,-,-,BRC0192K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0192K,Nome não encontrado
Proteína animal,g,-,-,BRC0192K,Nome não encontrado
