componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,1107,166,BRC0045L,Nome não encontrado
Energia,kcal,260,39,BRC0045L,Nome não encontrado
Umidade,g,"34,8","5,22",BRC0045L,Nome não encontrado
Carboidrato total,g,"65,1","9,77",BRC0045L,Nome não encontrado
Carboidrato disponível,g,"65,1","9,77",BRC0045L,Nome não encontrado
Proteína,g,"0,00","0,00",BRC0045L,Nome não encontrado
Lipídios,g,"0,00","0,00",BRC0045L,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0045L,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0045L,Nome não encontrado
Cinzas,g,"0,06","0,01",BRC0045L,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0045L,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0045L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0045L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0045L,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0045L,Nome não encontrado
Cálcio,mg,"0,00","0,00",BRC0045L,Nome não encontrado
Ferro,mg,"0,03","0,00",BRC0045L,Nome não encontrado
Sódio,mg,"0,00","0,00",BRC0045L,Nome não encontrado
Magnésio,mg,"1,00","0,15",BRC0045L,Nome não encontrado
Fósforo,mg,"0,00","0,00",BRC0045L,Nome não encontrado
Potássio,mg,"1,00","0,15",BRC0045L,Nome não encontrado
Manganês,mg,"0,00","0,00",BRC0045L,Nome não encontrado
Zinco,mg,"0,06","0,01",BRC0045L,Nome não encontrado
Cobre,mg,"0,01","0,00",BRC0045L,Nome não encontrado
Selênio,mcg,"0,40","0,06",BRC0045L,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0045L,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0045L,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0045L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0045L,Nome não encontrado
Tiamina,mg,"0,01","0,00",BRC0045L,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0045L,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0045L,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0045L,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0045L,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0045L,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0045L,Nome não encontrado
Sal de adição,g,,,BRC0045L,Nome não encontrado
Açúcar de adição,g,,,BRC0045L,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0045L,Nome não encontrado
Proteína vegetal,g,-,-,BRC0045L,Nome não encontrado
Proteína animal,g,-,-,BRC0045L,Nome não encontrado
