componente,unidade,Valor por 100g,Colher sopa cheia (22 g),codigo_alimento,nome_alimento
Energia,kJ,115,25,BRC0023B,Nome não encontrado
Energia,kcal,28,6,BRC0023B,Nome não encontrado
Umidade,g,"90,9","20,0",BRC0023B,Nome não encontrado
Carboidrato total,g,"4,33","0,95",BRC0023B,Nome não encontrado
Carboidrato disponível,g,"1,21","0,27",BRC0023B,Nome não encontrado
Proteína,g,"2,87","0,63",BRC0023B,Nome não encontrado
Lipídios,g,"0,55","0,12",BRC0023B,Nome não encontrado
Fibra alimentar,g,"3,12","0,69",BRC0023B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0023B,Nome não encontrado
Cinzas,g,"1,35","0,30",BRC0023B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0023B,Nome não encontrado
Ácidos graxos saturados,g,"0,12","0,03",BRC0023B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,BRC0023B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,13","0,03",BRC0023B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0023B,Nome não encontrado
Cálcio,mg,208,"45,9",BRC0023B,Nome não encontrado
Ferro,mg,"0,67","0,15",BRC0023B,Nome não encontrado
Sódio,mg,"9,09","2,00",BRC0023B,Nome não encontrado
Magnésio,mg,"42,8","9,42",BRC0023B,Nome não encontrado
Fósforo,mg,"48,7","10,7",BRC0023B,Nome não encontrado
Potássio,mg,557,122,BRC0023B,Nome não encontrado
Manganês,mg,"0,68","0,15",BRC0023B,Nome não encontrado
Zinco,mg,"0,40","0,09",BRC0023B,Nome não encontrado
Cobre,mg,"0,06","0,01",BRC0023B,Nome não encontrado
Selênio,mcg,"3,10","0,68",BRC0023B,Nome não encontrado
Vitamina A (RE),mcg,629,138,BRC0023B,Nome não encontrado
Vitamina A (RAE),mcg,314,"69,2",BRC0023B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0023B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,91","0,20",BRC0023B,Nome não encontrado
Tiamina,mg,"0,20","0,04",BRC0023B,Nome não encontrado
Riboflavina,mg,"0,31","0,07",BRC0023B,Nome não encontrado
Niacina,mg,"2,29","0,50",BRC0023B,Nome não encontrado
Vitamina B6,mg,"0,06","0,01",BRC0023B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0023B,Nome não encontrado
Vitamina C,mg,102,"22,6",BRC0023B,Nome não encontrado
Equivalente de folato,mcg,"80,4","17,7",BRC0023B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0023B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0023B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0023B,Nome não encontrado
Proteína vegetal,g,"2,87","0,63",BRC0023B,Nome não encontrado
Proteína animal,g,-,-,BRC0023B,Nome não encontrado
