componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,180,BRC1073B,Nome não encontrado
Energia,kcal,43,BRC1073B,Nome não encontrado
Umidade,g,"91,4",BRC1073B,Nome não encontrado
Carboidrato total,g,"4,03",BRC1073B,Nome não encontrado
Carboidrato disponível,g,"2,67",BRC1073B,Nome não encontrado
Proteína,g,"1,17",BRC1073B,Nome não encontrado
Lipídios,g,"2,82",BRC1073B,Nome não encontrado
Fibra alimentar,g,"1,36",BRC1073B,Nome não encontrado
Álcool,g,"0,00",BRC1073B,Nome não encontrado
Cinzas,g,"0,82",BRC1073B,Nome não encontrado
Colesterol,mg,"0,00",BRC1073B,Nome não encontrado
Ácidos graxos saturados,g,"0,42",BRC1073B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,98",BRC1073B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,36",BRC1073B,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC1073B,Nome não encontrado
Cálcio,mg,"21,2",BRC1073B,Nome não encontrado
Ferro,mg,"0,29",BRC1073B,Nome não encontrado
Sódio,mg,"2,31",BRC1073B,Nome não encontrado
Magnésio,mg,"9,87",BRC1073B,Nome não encontrado
Fósforo,mg,"28,4",BRC1073B,Nome não encontrado
Potássio,mg,205,BRC1073B,Nome não encontrado
Manganês,mg,"0,08",BRC1073B,Nome não encontrado
Zinco,mg,"0,21",BRC1073B,Nome não encontrado
Cobre,mg,"0,08",BRC1073B,Nome não encontrado
Selênio,mcg,"0,45",BRC1073B,Nome não encontrado
Vitamina A (RE),mcg,187,BRC1073B,Nome não encontrado
Vitamina A (RAE),mcg,"93,7",BRC1073B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1073B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,16",BRC1073B,Nome não encontrado
Tiamina,mg,"0,07",BRC1073B,Nome não encontrado
Riboflavina,mg,"0,01",BRC1073B,Nome não encontrado
Niacina,mg,traços,BRC1073B,Nome não encontrado
Vitamina B6,mg,"0,08",BRC1073B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1073B,Nome não encontrado
Vitamina C,mg,"17,8",BRC1073B,Nome não encontrado
Equivalente de folato,mcg,"11,5",BRC1073B,Nome não encontrado
Sal de adição,g,"0,00",BRC1073B,Nome não encontrado
Açúcar de adição,g,"0,32",BRC1073B,Nome não encontrado
Gordura de adição,g,-,BRC1073B,Nome não encontrado
Proteína vegetal,g,-,BRC1073B,Nome não encontrado
Proteína animal,g,-,BRC1073B,Nome não encontrado
