componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (55 g),codigo_alimento,nome_alimento
Energia,kJ,388,213,BRC0084C,Nome não encontrado
Energia,kcal,92,50,BRC0084C,Nome não encontrado
Umidade,g,"75,1","41,3",BRC0084C,Nome não encontrado
Carboidrato total,g,"22,4","12,3",BRC0084C,Nome não encontrado
Carboidrato disponível,g,"19,1","10,5",BRC0084C,Nome não encontrado
Proteína,g,"1,49","0,82",BRC0084C,Nome não encontrado
Lipídios,g,"0,32","0,18",BRC0084C,Nome não encontrado
Fibra alimentar,g,"3,36","1,85",BRC0084C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0084C,Nome não encontrado
Cinzas,g,"0,70","0,38",BRC0084C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0084C,Nome não encontrado
Ácidos graxos saturados,g,"0,10","0,06",BRC0084C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,BRC0084C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,06",BRC0084C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0084C,Nome não encontrado
Cálcio,mg,"20,9","11,5",BRC0084C,Nome não encontrado
Ferro,mg,"0,21","0,12",BRC0084C,Nome não encontrado
Sódio,mg,"1,34","0,74",BRC0084C,Nome não encontrado
Magnésio,mg,"30,5","16,8",BRC0084C,Nome não encontrado
Fósforo,mg,"34,4","18,9",BRC0084C,Nome não encontrado
Potássio,mg,283,155,BRC0084C,Nome não encontrado
Manganês,mg,"0,15","0,08",BRC0084C,Nome não encontrado
Zinco,mg,"0,24","0,13",BRC0084C,Nome não encontrado
Cobre,mg,"0,11","0,06",BRC0084C,Nome não encontrado
Selênio,mcg,,,BRC0084C,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0084C,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0084C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0084C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0084C,Nome não encontrado
Tiamina,mg,"0,12","0,07",BRC0084C,Nome não encontrado
Riboflavina,mg,"0,04","0,02",BRC0084C,Nome não encontrado
Niacina,mg,traços,traços,BRC0084C,Nome não encontrado
Vitamina B6,mg,"0,09","0,05",BRC0084C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0084C,Nome não encontrado
Vitamina C,mg,"35,9","19,7",BRC0084C,Nome não encontrado
Equivalente de folato,mcg,,,BRC0084C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0084C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0084C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0084C,Nome não encontrado
Proteína vegetal,g,"1,49","0,82",BRC0084C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0084C,Nome não encontrado
