componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,304,152,BRC0033T,Nome não encontrado
Energia,kcal,73,36,BRC0033T,Nome não encontrado
Umidade,g,"80,2","40,1",BRC0033T,Nome não encontrado
Carboidrato total,g,"7,33","3,67",BRC0033T,Nome não encontrado
Carboidrato disponível,g,"0,44","0,22",BRC0033T,Nome não encontrado
Proteína,g,"6,77","3,39",BRC0033T,Nome não encontrado
Lipídios,g,"3,42","1,71",BRC0033T,Nome não encontrado
Fibra alimentar,g,"6,89","3,45",BRC0033T,Nome não encontrado
Álcool,g,-,-,BRC0033T,Nome não encontrado
Cinzas,g,"2,30","1,15",BRC0033T,Nome não encontrado
Colesterol,mg,"2,71","1,36",BRC0033T,Nome não encontrado
Ácidos graxos saturados,g,"0,78","0,39",BRC0033T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,97","0,48",BRC0033T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,10","0,55",BRC0033T,Nome não encontrado
Ácidos graxos trans,g,,traços,BRC0033T,Nome não encontrado
Cálcio,mg,"69,5","34,7",BRC0033T,Nome não encontrado
Ferro,mg,"1,23","0,62",BRC0033T,Nome não encontrado
Sódio,mg,600,300,BRC0033T,Nome não encontrado
Magnésio,mg,"28,6","14,3",BRC0033T,Nome não encontrado
Fósforo,mg,105,"52,6",BRC0033T,Nome não encontrado
Potássio,mg,170,"85,1",BRC0033T,Nome não encontrado
Manganês,mg,"0,49","0,24",BRC0033T,Nome não encontrado
Zinco,mg,"0,64","0,32",BRC0033T,Nome não encontrado
Cobre,mg,"0,10","0,05",BRC0033T,Nome não encontrado
Selênio,mcg,"11,5","5,77",BRC0033T,Nome não encontrado
Vitamina A (RE),mcg,"0,91","0,45",BRC0033T,Nome não encontrado
Vitamina A (RAE),mcg,"0,45","0,23",BRC0033T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0033T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"12,5","6,25",BRC0033T,Nome não encontrado
Tiamina,mg,"1,36","0,68",BRC0033T,Nome não encontrado
Riboflavina,mg,"0,13","0,06",BRC0033T,Nome não encontrado
Niacina,mg,"1,92","0,96",BRC0033T,Nome não encontrado
Vitamina B6,mg,"0,15","0,08",BRC0033T,Nome não encontrado
Vitamina B12,mcg,"1,00","0,50",BRC0033T,Nome não encontrado
Vitamina C,mg,"2,30","1,15",BRC0033T,Nome não encontrado
Equivalente de folato,mcg,"63,4","31,7",BRC0033T,Nome não encontrado
Sal de adição,g,,traços,BRC0033T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0033T,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0033T,Nome não encontrado
Proteína vegetal,g,"6,77","3,39",BRC0033T,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0033T,Nome não encontrado
