componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,572,314,228,BRC0504A,Nome não encontrado
Energia,kcal,135,74,54,BRC0504A,Nome não encontrado
Umidade,g,"67,8","37,3","27,1",BRC0504A,Nome não encontrado
Carboidrato total,g,"27,0","14,8","10,8",BRC0504A,Nome não encontrado
Carboidrato disponível,g,"25,1","13,8","10,0",BRC0504A,Nome não encontrado
Proteína,g,"2,24","1,23","0,90",BRC0504A,Nome não encontrado
Lipídios,g,"2,48","1,36","0,99",BRC0504A,Nome não encontrado
Fibra alimentar,g,"1,84","1,01","0,74",BRC0504A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0504A,Nome não encontrado
Cinzas,g,"0,52","0,28","0,21",BRC0504A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0504A,Nome não encontrado
Ácidos graxos saturados,g,"0,44","0,24","0,17",BRC0504A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,53","0,29","0,21",BRC0504A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,33","0,73","0,53",BRC0504A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0504A,Nome não encontrado
Cálcio,mg,"13,8","7,60","5,53",BRC0504A,Nome não encontrado
Ferro,mg,"0,47","0,26","0,19",BRC0504A,Nome não encontrado
Sódio,mg,"2,39","1,31","0,96",BRC0504A,Nome não encontrado
Magnésio,mg,"21,4","11,8","8,57",BRC0504A,Nome não encontrado
Fósforo,mg,"31,7","17,4","12,7",BRC0504A,Nome não encontrado
Potássio,mg,145,"80,1","58,3",BRC0504A,Nome não encontrado
Manganês,mg,"0,69","0,38","0,28",BRC0504A,Nome não encontrado
Zinco,mg,"0,42","0,23","0,17",BRC0504A,Nome não encontrado
Cobre,mg,"0,12","0,07","0,05",BRC0504A,Nome não encontrado
Selênio,mcg,"1,14","0,63","0,46",BRC0504A,Nome não encontrado
Vitamina A (RE),mcg,"59,2","32,6","23,7",BRC0504A,Nome não encontrado
Vitamina A (RAE),mcg,"29,6","16,3","11,8",BRC0504A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0504A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,50","0,27","0,20",BRC0504A,Nome não encontrado
Tiamina,mg,"0,02","0,01","0,01",BRC0504A,Nome não encontrado
Riboflavina,mg,"0,01","0,01","0,01",BRC0504A,Nome não encontrado
Niacina,mg,"0,20","0,11","0,08",BRC0504A,Nome não encontrado
Vitamina B6,mg,"0,04","0,02","0,01",BRC0504A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0504A,Nome não encontrado
Vitamina C,mg,"6,40","3,52","2,56",BRC0504A,Nome não encontrado
Equivalente de folato,mcg,"5,36","2,95","2,14",BRC0504A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0504A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0504A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0504A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0504A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0504A,Nome não encontrado
