componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,919,BRC1003F,Nome não encontrado
Energia,kcal,222,BRC1003F,Nome não encontrado
Umidade,g,"67,7",BRC1003F,Nome não encontrado
Carboidrato total,g,"0,00",BRC1003F,Nome não encontrado
Carboidrato disponível,g,"0,00",BRC1003F,Nome não encontrado
Proteína,g,"12,4",BRC1003F,Nome não encontrado
Lipídios,g,"19,1",BRC1003F,Nome não encontrado
Fibra alimentar,g,"0,00",BRC1003F,Nome não encontrado
Álcool,g,"0,00",BRC1003F,Nome não encontrado
Cinzas,g,"0,80",BRC1003F,Nome não encontrado
Colesterol,mg,180,BRC1003F,Nome não encontrado
Ácidos graxos saturados,g,"4,90",BRC1003F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,95",BRC1003F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,75",BRC1003F,Nome não encontrado
Ácidos graxos trans,g,,BRC1003F,Nome não encontrado
Cálcio,mg,104,BRC1003F,Nome não encontrado
Ferro,mg,"2,90",BRC1003F,Nome não encontrado
Sódio,mg,"91,0",BRC1003F,Nome não encontrado
Magnésio,mg,"17,9",BRC1003F,Nome não encontrado
Fósforo,mg,184,BRC1003F,Nome não encontrado
Potássio,mg,196,BRC1003F,Nome não encontrado
Manganês,mg,"0,04",BRC1003F,Nome não encontrado
Zinco,mg,"1,80",BRC1003F,Nome não encontrado
Cobre,mg,"0,12",BRC1003F,Nome não encontrado
Selênio,mcg,"15,2",BRC1003F,Nome não encontrado
Vitamina A (RE),mcg,,BRC1003F,Nome não encontrado
Vitamina A (RAE),mcg,"95,8",BRC1003F,Nome não encontrado
Vitamina D,mcg,,BRC1003F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC1003F,Nome não encontrado
Tiamina,mg,"0,06",BRC1003F,Nome não encontrado
Riboflavina,mg,"0,26",BRC1003F,Nome não encontrado
Niacina,mg,"4,63",BRC1003F,Nome não encontrado
Vitamina B6,mg,"0,33",BRC1003F,Nome não encontrado
Vitamina B12,mcg,"0,36",BRC1003F,Nome não encontrado
Vitamina C,mg,-,BRC1003F,Nome não encontrado
Equivalente de folato,mcg,"8,98",BRC1003F,Nome não encontrado
Sal de adição,g,"0,00",BRC1003F,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1003F,Nome não encontrado
Gordura de adição,g,"0,00",BRC1003F,Nome não encontrado
Proteína vegetal,g,"0,00",BRC1003F,Nome não encontrado
Proteína animal,g,"12,4",BRC1003F,Nome não encontrado
