componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,1232,1355,BRC0963F,Nome não encontrado
Energia,kcal,296,325,BRC0963F,Nome não encontrado
Umidade,g,"49,6","54,5",BRC0963F,Nome não encontrado
Carboidrato total,g,"0,42","0,46",BRC0963F,Nome não encontrado
Carboidrato disponível,g,"0,42","0,46",BRC0963F,Nome não encontrado
Proteína,g,"28,4","31,2",BRC0963F,Nome não encontrado
Lipídios,g,"20,1","22,1",BRC0963F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0963F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0963F,Nome não encontrado
Cinzas,g,"1,54","1,70",BRC0963F,Nome não encontrado
Colesterol,mg,"93,0",102,BRC0963F,Nome não encontrado
Ácidos graxos saturados,g,"9,05","9,96",BRC0963F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,38","7,02",BRC0963F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,92","3,21",BRC0963F,Nome não encontrado
Ácidos graxos trans,g,"0,26","0,29",BRC0963F,Nome não encontrado
Cálcio,mg,"4,18","4,60",BRC0963F,Nome não encontrado
Ferro,mg,"2,66","2,92",BRC0963F,Nome não encontrado
Sódio,mg,228,250,BRC0963F,Nome não encontrado
Magnésio,mg,"22,4","24,6",BRC0963F,Nome não encontrado
Fósforo,mg,239,263,BRC0963F,Nome não encontrado
Potássio,mg,363,400,BRC0963F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0963F,Nome não encontrado
Zinco,mg,"6,35","6,98",BRC0963F,Nome não encontrado
Cobre,mg,"0,09","0,10",BRC0963F,Nome não encontrado
Selênio,mcg,,,BRC0963F,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0963F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0963F,Nome não encontrado
Vitamina D,mcg,"0,41","0,45",BRC0963F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,14","1,25",BRC0963F,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0963F,Nome não encontrado
Riboflavina,mg,"0,18","0,19",BRC0963F,Nome não encontrado
Niacina,mg,"2,62","2,88",BRC0963F,Nome não encontrado
Vitamina B6,mg,"0,17","0,18",BRC0963F,Nome não encontrado
Vitamina B12,mcg,"1,06","1,16",BRC0963F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0963F,Nome não encontrado
Equivalente de folato,mcg,,,BRC0963F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0963F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0963F,Nome não encontrado
Gordura de adição,g,-,-,BRC0963F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0963F,Nome não encontrado
Proteína animal,g,-,-,BRC0963F,Nome não encontrado
