componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,201,50,BRC0244B,Nome não encontrado
Energia,kcal,48,12,BRC0244B,Nome não encontrado
Umidade,g,"89,6","22,4",BRC0244B,Nome não encontrado
Carboidrato total,g,"4,52","1,13",BRC0244B,Nome não encontrado
Carboidrato disponível,g,"2,29","0,57",BRC0244B,Nome não encontrado
Proteína,g,"2,16","0,54",BRC0244B,Nome não encontrado
Lipídios,g,"2,90","0,72",BRC0244B,Nome não encontrado
Fibra alimentar,g,"2,23","0,56",BRC0244B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0244B,Nome não encontrado
Cinzas,g,"0,87","0,22",BRC0244B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0244B,Nome não encontrado
Ácidos graxos saturados,g,"0,37","0,09",BRC0244B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,67","0,17",BRC0244B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,48","0,37",BRC0244B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0244B,Nome não encontrado
Cálcio,mg,"76,5","19,1",BRC0244B,Nome não encontrado
Ferro,mg,"0,97","0,24",BRC0244B,Nome não encontrado
Sódio,mg,130,"32,6",BRC0244B,Nome não encontrado
Magnésio,mg,"11,1","2,76",BRC0244B,Nome não encontrado
Fósforo,mg,"62,0","15,5",BRC0244B,Nome não encontrado
Potássio,mg,214,"53,6",BRC0244B,Nome não encontrado
Manganês,mg,"0,15","0,04",BRC0244B,Nome não encontrado
Zinco,mg,"0,25","0,06",BRC0244B,Nome não encontrado
Cobre,mg,"0,06","0,02",BRC0244B,Nome não encontrado
Selênio,mcg,"0,68","0,17",BRC0244B,Nome não encontrado
Vitamina A (RE),mcg,930,232,BRC0244B,Nome não encontrado
Vitamina A (RAE),mcg,465,116,BRC0244B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0244B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,75","0,69",BRC0244B,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0244B,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0244B,Nome não encontrado
Niacina,mg,traços,traços,BRC0244B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0244B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0244B,Nome não encontrado
Vitamina C,mg,"18,2","4,55",BRC0244B,Nome não encontrado
Equivalente de folato,mcg,"5,00","1,25",BRC0244B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0244B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0244B,Nome não encontrado
Gordura de adição,g,-,-,BRC0244B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0244B,Nome não encontrado
Proteína animal,g,-,-,BRC0244B,Nome não encontrado
