componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,2139,BRC0219K,Nome não encontrado
Energia,kcal,514,BRC0219K,Nome não encontrado
Umidade,g,"8,32",BRC0219K,Nome não encontrado
Carboidrato total,g,"40,7",BRC0219K,Nome não encontrado
Carboidrato disponível,g,"35,7",BRC0219K,Nome não encontrado
Proteína,g,"16,7",BRC0219K,Nome não encontrado
Lipídios,g,"32,6",BRC0219K,Nome não encontrado
Fibra alimentar,g,"4,95",BRC0219K,Nome não encontrado
Álcool,g,"0,00",BRC0219K,Nome não encontrado
Cinzas,g,"1,80",BRC0219K,Nome não encontrado
Colesterol,mg,"11,4",BRC0219K,Nome não encontrado
Ácidos graxos saturados,g,"7,23",BRC0219K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"17,6",BRC0219K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"8,36",BRC0219K,Nome não encontrado
Ácidos graxos trans,g,"0,09",BRC0219K,Nome não encontrado
Cálcio,mg,"78,4",BRC0219K,Nome não encontrado
Ferro,mg,"1,12",BRC0219K,Nome não encontrado
Sódio,mg,128,BRC0219K,Nome não encontrado
Magnésio,mg,"96,4",BRC0219K,Nome não encontrado
Fósforo,mg,180,BRC0219K,Nome não encontrado
Potássio,mg,367,BRC0219K,Nome não encontrado
Manganês,mg,"1,28",BRC0219K,Nome não encontrado
Zinco,mg,"1,32",BRC0219K,Nome não encontrado
Cobre,mg,"0,39",BRC0219K,Nome não encontrado
Selênio,mcg,"0,00",BRC0219K,Nome não encontrado
Vitamina A (RE),mcg,"10,8",BRC0219K,Nome não encontrado
Vitamina A (RAE),mcg,"10,5",BRC0219K,Nome não encontrado
Vitamina D,mcg,"0,04",BRC0219K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,13",BRC0219K,Nome não encontrado
Tiamina,mg,"0,03",BRC0219K,Nome não encontrado
Riboflavina,mg,"0,06",BRC0219K,Nome não encontrado
Niacina,mg,"1,23",BRC0219K,Nome não encontrado
Vitamina B6,mg,"0,04",BRC0219K,Nome não encontrado
Vitamina B12,mcg,"0,08",BRC0219K,Nome não encontrado
Vitamina C,mg,"0,00",BRC0219K,Nome não encontrado
Equivalente de folato,mcg,"18,9",BRC0219K,Nome não encontrado
Sal de adição,g,,BRC0219K,Nome não encontrado
Açúcar de adição,g,,BRC0219K,Nome não encontrado
Gordura de adição,g,-,BRC0219K,Nome não encontrado
Proteína vegetal,g,-,BRC0219K,Nome não encontrado
Proteína animal,g,-,BRC0219K,Nome não encontrado
