componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,404,363,BRC0176T,Nome não encontrado
Energia,kcal,97,86,BRC0176T,Nome não encontrado
Umidade,g,"76,2","68,6",BRC0176T,Nome não encontrado
Carboidrato total,g,"15,2","13,7",BRC0176T,Nome não encontrado
Carboidrato disponível,g,"9,81","8,83",BRC0176T,Nome não encontrado
Proteína,g,"4,63","4,17",BRC0176T,Nome não encontrado
Lipídios,g,"3,11","2,80",BRC0176T,Nome não encontrado
Fibra alimentar,g,"5,40","4,86",BRC0176T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0176T,Nome não encontrado
Cinzas,g,"0,88","0,79",BRC0176T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0176T,Nome não encontrado
Ácidos graxos saturados,g,"0,53","0,48",BRC0176T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,92","1,73",BRC0176T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,49","0,44",BRC0176T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0176T,Nome não encontrado
Cálcio,mg,"34,8","31,4",BRC0176T,Nome não encontrado
Ferro,mg,"1,23","1,11",BRC0176T,Nome não encontrado
Sódio,mg,"2,43","2,19",BRC0176T,Nome não encontrado
Magnésio,mg,"34,7","31,3",BRC0176T,Nome não encontrado
Fósforo,mg,"84,7","76,2",BRC0176T,Nome não encontrado
Potássio,mg,290,261,BRC0176T,Nome não encontrado
Manganês,mg,"0,43","0,39",BRC0176T,Nome não encontrado
Zinco,mg,"0,80","0,72",BRC0176T,Nome não encontrado
Cobre,mg,"0,13","0,12",BRC0176T,Nome não encontrado
Selênio,mcg,"1,82","1,64",BRC0176T,Nome não encontrado
Vitamina A (RE),mcg,"84,4","75,9",BRC0176T,Nome não encontrado
Vitamina A (RAE),mcg,"42,2","38,0",BRC0176T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0176T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,72","0,65",BRC0176T,Nome não encontrado
Tiamina,mg,"0,06","0,06",BRC0176T,Nome não encontrado
Riboflavina,mg,"0,02","0,02",BRC0176T,Nome não encontrado
Niacina,mg,"0,05","0,04",BRC0176T,Nome não encontrado
Vitamina B6,mg,"0,11","0,10",BRC0176T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0176T,Nome não encontrado
Vitamina C,mg,"9,12","8,20",BRC0176T,Nome não encontrado
Equivalente de folato,mcg,"76,6","68,9",BRC0176T,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0176T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0176T,Nome não encontrado
Gordura de adição,g,-,-,BRC0176T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0176T,Nome não encontrado
Proteína animal,g,-,-,BRC0176T,Nome não encontrado
