componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,512,BRC1033F,Nome não encontrado
Energia,kcal,121,BRC1033F,Nome não encontrado
Umidade,g,"70,6",BRC1033F,Nome não encontrado
Carboidrato total,g,"3,35",BRC1033F,Nome não encontrado
Carboidrato disponível,g,"3,23",BRC1033F,Nome não encontrado
Proteína,g,"21,6",BRC1033F,Nome não encontrado
Lipídios,g,"2,39",BRC1033F,Nome não encontrado
Fibra alimentar,g,"0,12",BRC1033F,Nome não encontrado
Álcool,g,"0,00",BRC1033F,Nome não encontrado
Cinzas,g,"1,57",BRC1033F,Nome não encontrado
Colesterol,mg,214,BRC1033F,Nome não encontrado
Ácidos graxos saturados,g,"0,50",BRC1033F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,48",BRC1033F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,10",BRC1033F,Nome não encontrado
Ácidos graxos trans,g,"0,01",BRC1033F,Nome não encontrado
Cálcio,mg,141,BRC1033F,Nome não encontrado
Ferro,mg,"1,06",BRC1033F,Nome não encontrado
Sódio,mg,"73,5",BRC1033F,Nome não encontrado
Magnésio,mg,"26,1",BRC1033F,Nome não encontrado
Fósforo,mg,189,BRC1033F,Nome não encontrado
Potássio,mg,332,BRC1033F,Nome não encontrado
Manganês,mg,,BRC1033F,Nome não encontrado
Zinco,mg,"1,51",BRC1033F,Nome não encontrado
Cobre,mg,"0,34",BRC1033F,Nome não encontrado
Selênio,mcg,,BRC1033F,Nome não encontrado
Vitamina A (RE),mcg,,BRC1033F,Nome não encontrado
Vitamina A (RAE),mcg,"64,5",BRC1033F,Nome não encontrado
Vitamina D,mcg,"0,77",BRC1033F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,14",BRC1033F,Nome não encontrado
Tiamina,mg,"0,16",BRC1033F,Nome não encontrado
Riboflavina,mg,"0,26",BRC1033F,Nome não encontrado
Niacina,mg,"1,26",BRC1033F,Nome não encontrado
Vitamina B6,mg,"0,14",BRC1033F,Nome não encontrado
Vitamina B12,mcg,,BRC1033F,Nome não encontrado
Vitamina C,mg,"0,41",BRC1033F,Nome não encontrado
Equivalente de folato,mcg,"0,63",BRC1033F,Nome não encontrado
Sal de adição,g,"0,00",BRC1033F,Nome não encontrado
Açúcar de adição,g,"0,45",BRC1033F,Nome não encontrado
Gordura de adição,g,-,BRC1033F,Nome não encontrado
Proteína vegetal,g,-,BRC1033F,Nome não encontrado
Proteína animal,g,-,BRC1033F,Nome não encontrado
