componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,434,238,173,BRC0526A,Nome não encontrado
Energia,kcal,104,57,41,BRC0526A,Nome não encontrado
Umidade,g,"75,0","41,3","30,0",BRC0526A,Nome não encontrado
Carboidrato total,g,"18,7","10,3","7,46",BRC0526A,Nome não encontrado
Carboidrato disponível,g,"16,0","8,81","6,41",BRC0526A,Nome não encontrado
Proteína,g,"2,51","1,38","1,00",BRC0526A,Nome não encontrado
Lipídios,g,"2,77","1,52","1,11",BRC0526A,Nome não encontrado
Fibra alimentar,g,"2,64","1,45","1,05",BRC0526A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0526A,Nome não encontrado
Cinzas,g,"1,04","0,57","0,41",BRC0526A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0526A,Nome não encontrado
Ácidos graxos saturados,g,"0,53","0,29","0,21",BRC0526A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,73","0,40","0,29",BRC0526A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,45","0,80","0,58",BRC0526A,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01","0,01",BRC0526A,Nome não encontrado
Cálcio,mg,"9,65","5,31","3,86",BRC0526A,Nome não encontrado
Ferro,mg,"0,31","0,17","0,12",BRC0526A,Nome não encontrado
Sódio,mg,239,131,"95,7",BRC0526A,Nome não encontrado
Magnésio,mg,"20,4","11,2","8,17",BRC0526A,Nome não encontrado
Fósforo,mg,"45,7","25,1","18,3",BRC0526A,Nome não encontrado
Potássio,mg,106,"58,6","42,6",BRC0526A,Nome não encontrado
Manganês,mg,"0,20","0,11","0,08",BRC0526A,Nome não encontrado
Zinco,mg,"0,35","0,19","0,14",BRC0526A,Nome não encontrado
Cobre,mg,"0,04","0,02","0,02",BRC0526A,Nome não encontrado
Selênio,mcg,"0,66","0,36","0,26",BRC0526A,Nome não encontrado
Vitamina A (RE),mcg,"73,3","40,3","29,3",BRC0526A,Nome não encontrado
Vitamina A (RAE),mcg,"36,7","20,2","14,7",BRC0526A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0526A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","0,29","0,21",BRC0526A,Nome não encontrado
Tiamina,mg,"0,06","0,03","0,02",BRC0526A,Nome não encontrado
Riboflavina,mg,"0,01","0,00","0,00",BRC0526A,Nome não encontrado
Niacina,mg,"0,43","0,24","0,17",BRC0526A,Nome não encontrado
Vitamina B6,mg,"0,07","0,04","0,03",BRC0526A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0526A,Nome não encontrado
Vitamina C,mg,"4,07","2,24","1,63",BRC0526A,Nome não encontrado
Equivalente de folato,mcg,"18,5","10,2","7,40",BRC0526A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0526A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0526A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0526A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0526A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0526A,Nome não encontrado
