componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,898,897,BRC0050J,Nome não encontrado
Energia,kcal,215,215,BRC0050J,Nome não encontrado
Umidade,g,"60,4","60,4",BRC0050J,Nome não encontrado
Carboidrato total,g,"13,5","13,5",BRC0050J,Nome não encontrado
Carboidrato disponível,g,"12,1","12,1",BRC0050J,Nome não encontrado
Proteína,g,"10,4","10,4",BRC0050J,Nome não encontrado
Lipídios,g,"13,6","13,6",BRC0050J,Nome não encontrado
Fibra alimentar,g,"1,42","1,42",BRC0050J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0050J,Nome não encontrado
Cinzas,g,"2,03","2,03",BRC0050J,Nome não encontrado
Colesterol,mg,240,240,BRC0050J,Nome não encontrado
Ácidos graxos saturados,g,"6,07","6,07",BRC0050J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,26","4,26",BRC0050J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,05","1,05",BRC0050J,Nome não encontrado
Ácidos graxos trans,g,"0,29","0,29",BRC0050J,Nome não encontrado
Cálcio,mg,"63,2","63,2",BRC0050J,Nome não encontrado
Ferro,mg,"1,62","1,62",BRC0050J,Nome não encontrado
Sódio,mg,551,551,BRC0050J,Nome não encontrado
Magnésio,mg,"23,5","23,5",BRC0050J,Nome não encontrado
Fósforo,mg,184,184,BRC0050J,Nome não encontrado
Potássio,mg,159,159,BRC0050J,Nome não encontrado
Manganês,mg,"0,50","0,50",BRC0050J,Nome não encontrado
Zinco,mg,"1,30","1,30",BRC0050J,Nome não encontrado
Cobre,mg,"0,07","0,07",BRC0050J,Nome não encontrado
Selênio,mcg,"10,7","10,7",BRC0050J,Nome não encontrado
Vitamina A (RE),mcg,167,167,BRC0050J,Nome não encontrado
Vitamina A (RAE),mcg,159,159,BRC0050J,Nome não encontrado
Vitamina D,mcg,"1,15","1,15",BRC0050J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,51","1,51",BRC0050J,Nome não encontrado
Tiamina,mg,"0,15","0,15",BRC0050J,Nome não encontrado
Riboflavina,mg,"0,15","0,15",BRC0050J,Nome não encontrado
Niacina,mg,"0,60","0,60",BRC0050J,Nome não encontrado
Vitamina B6,mg,"0,04","0,04",BRC0050J,Nome não encontrado
Vitamina B12,mcg,"0,57","0,57",BRC0050J,Nome não encontrado
Vitamina C,mg,"1,55","1,55",BRC0050J,Nome não encontrado
Equivalente de folato,mcg,"48,9","48,9",BRC0050J,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0050J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0050J,Nome não encontrado
Gordura de adição,g,-,-,BRC0050J,Nome não encontrado
Proteína vegetal,g,-,-,BRC0050J,Nome não encontrado
Proteína animal,g,-,-,BRC0050J,Nome não encontrado
