componente,unidade,Valor por 100g,Colher sopa cheia (14 g),Colher sopa rasa (8 g),codigo_alimento,nome_alimento
Energia,kJ,207,28,16,BRC0235B,Nome não encontrado
Energia,kcal,50,6,3,BRC0235B,Nome não encontrado
Umidade,g,"86,3","12,1","6,91",BRC0235B,Nome não encontrado
Carboidrato total,g,"6,58","0,92","0,53",BRC0235B,Nome não encontrado
Carboidrato disponível,g,"2,30","0,32","0,18",BRC0235B,Nome não encontrado
Proteína,g,"3,31","0,46","0,26",BRC0235B,Nome não encontrado
Lipídios,g,"2,09","0,29","0,17",BRC0235B,Nome não encontrado
Fibra alimentar,g,"4,29","0,60","0,34",BRC0235B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0235B,Nome não encontrado
Cinzas,g,"1,68","0,24","0,13",BRC0235B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0235B,Nome não encontrado
Ácidos graxos saturados,g,"0,30","0,04","0,02",BRC0235B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,04","0,02",BRC0235B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,08","0,15","0,09",BRC0235B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0235B,Nome não encontrado
Cálcio,mg,149,"20,9","12,0",BRC0235B,Nome não encontrado
Ferro,mg,"1,52","0,21","0,12",BRC0235B,Nome não encontrado
Sódio,mg,"22,9","3,21","1,83",BRC0235B,Nome não encontrado
Magnésio,mg,"35,7","5,00","2,86",BRC0235B,Nome não encontrado
Fósforo,mg,"60,6","8,49","4,85",BRC0235B,Nome não encontrado
Potássio,mg,328,"46,0","26,3",BRC0235B,Nome não encontrado
Manganês,mg,"0,28","0,04","0,02",BRC0235B,Nome não encontrado
Zinco,mg,"1,59","0,22","0,13",BRC0235B,Nome não encontrado
Cobre,mg,"0,25","0,03","0,02",BRC0235B,Nome não encontrado
Selênio,mcg,"0,75","0,11","0,06",BRC0235B,Nome não encontrado
Vitamina A (RE),mcg,1285,179,102,BRC0235B,Nome não encontrado
Vitamina A (RAE),mcg,642,"90,0","51,4",BRC0235B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0235B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,54","0,36","0,20",BRC0235B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0235B,Nome não encontrado
Riboflavina,mg,"0,13","0,02","0,01",BRC0235B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0235B,Nome não encontrado
Vitamina B6,mg,"0,10","0,01","0,01",BRC0235B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0235B,Nome não encontrado
Vitamina C,mg,"1,52","0,21","0,12",BRC0235B,Nome não encontrado
Equivalente de folato,mcg,"71,5","10,0","5,72",BRC0235B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0235B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0235B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0235B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0235B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0235B,Nome não encontrado
