componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,500,99,74,BRC0994B,Nome não encontrado
Energia,kcal,120,23,17,BRC0994B,Nome não encontrado
Umidade,g,"72,8","14,6","10,9",BRC0994B,Nome não encontrado
Carboidrato total,g,"8,91","1,78","1,34",BRC0994B,Nome não encontrado
Carboidrato disponível,g,"3,71","0,74","0,56",BRC0994B,Nome não encontrado
Proteína,g,"11,9","2,38","1,79",BRC0994B,Nome não encontrado
Lipídios,g,"5,20","1,04","0,78",BRC0994B,Nome não encontrado
Fibra alimentar,g,"5,20","1,04","0,78",BRC0994B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0994B,Nome não encontrado
Cinzas,g,"1,21","0,24","0,18",BRC0994B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0994B,Nome não encontrado
Ácidos graxos saturados,g,"0,62","0,12","0,09",BRC0994B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,28","0,26","0,19",BRC0994B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,16","0,43","0,32",BRC0994B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0994B,Nome não encontrado
Cálcio,mg,"63,0","12,6","9,45",BRC0994B,Nome não encontrado
Ferro,mg,"2,27","0,45","0,34",BRC0994B,Nome não encontrado
Sódio,mg,"6,00","1,20","0,90",BRC0994B,Nome não encontrado
Magnésio,mg,"64,0","12,8","9,60",BRC0994B,Nome não encontrado
Fósforo,mg,169,"33,8","25,4",BRC0994B,Nome não encontrado
Potássio,mg,436,"87,2","65,4",BRC0994B,Nome não encontrado
Manganês,mg,,,,BRC0994B,Nome não encontrado
Zinco,mg,"1,37","0,27","0,21",BRC0994B,Nome não encontrado
Cobre,mg,"0,35","0,07","0,05",BRC0994B,Nome não encontrado
Selênio,mcg,"0,80","0,16","0,12",BRC0994B,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0994B,Nome não encontrado
Vitamina A (RAE),mcg,"15,0","3,00","2,25",BRC0994B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0994B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,68","0,14","0,10",BRC0994B,Nome não encontrado
Tiamina,mg,"0,20","0,04","0,03",BRC0994B,Nome não encontrado
Riboflavina,mg,"0,16","0,03","0,02",BRC0994B,Nome não encontrado
Niacina,mg,"0,92","0,18","0,14",BRC0994B,Nome não encontrado
Vitamina B6,mg,"0,10","0,02","0,02",BRC0994B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0994B,Nome não encontrado
Vitamina C,mg,"6,10","1,22","0,92",BRC0994B,Nome não encontrado
Equivalente de folato,mcg,311,"62,2","46,7",BRC0994B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0994B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0994B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0994B,Nome não encontrado
Proteína vegetal,g,"11,9","2,38","1,79",BRC0994B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0994B,Nome não encontrado
