componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,313,171,BRC0181N,Nome não encontrado
Energia,kcal,74,40,BRC0181N,Nome não encontrado
Umidade,g,"80,9","44,5",BRC0181N,Nome não encontrado
Carboidrato total,g,"15,9","8,77",BRC0181N,Nome não encontrado
Carboidrato disponível,g,"14,4","7,91",BRC0181N,Nome não encontrado
Proteína,g,"2,11","1,16",BRC0181N,Nome não encontrado
Lipídios,g,"0,54","0,30",BRC0181N,Nome não encontrado
Fibra alimentar,g,"1,56","0,86",BRC0181N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0181N,Nome não encontrado
Cinzas,g,"0,55","0,30",BRC0181N,Nome não encontrado
Colesterol,mg,"0,74","0,41",BRC0181N,Nome não encontrado
Ácidos graxos saturados,g,"0,10","0,06",BRC0181N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,19","0,10",BRC0181N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,29","0,16",BRC0181N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0181N,Nome não encontrado
Cálcio,mg,"24,9","13,7",BRC0181N,Nome não encontrado
Ferro,mg,"1,05","0,58",BRC0181N,Nome não encontrado
Sódio,mg,280,154,BRC0181N,Nome não encontrado
Magnésio,mg,"7,42","4,08",BRC0181N,Nome não encontrado
Fósforo,mg,"16,2","8,93",BRC0181N,Nome não encontrado
Potássio,mg,128,"70,7",BRC0181N,Nome não encontrado
Manganês,mg,"0,03","0,02",BRC0181N,Nome não encontrado
Zinco,mg,"0,06","0,03",BRC0181N,Nome não encontrado
Cobre,mg,"0,03","0,02",BRC0181N,Nome não encontrado
Selênio,mcg,"0,77","0,42",BRC0181N,Nome não encontrado
Vitamina A (RE),mcg,"47,4","26,1",BRC0181N,Nome não encontrado
Vitamina A (RAE),mcg,"23,7","13,0",BRC0181N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0181N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,15","0,08",BRC0181N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0181N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0181N,Nome não encontrado
Niacina,mg,"0,14","0,08",BRC0181N,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0181N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0181N,Nome não encontrado
Vitamina C,mg,"3,75","2,06",BRC0181N,Nome não encontrado
Equivalente de folato,mcg,"43,1","23,7",BRC0181N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0181N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0181N,Nome não encontrado
Gordura de adição,g,-,-,BRC0181N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0181N,Nome não encontrado
Proteína animal,g,-,-,BRC0181N,Nome não encontrado
