componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,404,222,BRC0446N,Nome não encontrado
Energia,kcal,96,52,BRC0446N,Nome não encontrado
Umidade,g,"79,6","43,8",BRC0446N,Nome não encontrado
Carboidrato total,g,"5,46","3,00",BRC0446N,Nome não encontrado
Carboidrato disponível,g,"4,54","2,49",BRC0446N,Nome não encontrado
Proteína,g,"10,2","5,60",BRC0446N,Nome não encontrado
Lipídios,g,"3,95","2,17",BRC0446N,Nome não encontrado
Fibra alimentar,g,"0,92","0,51",BRC0446N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0446N,Nome não encontrado
Cinzas,g,"0,82","0,45",BRC0446N,Nome não encontrado
Colesterol,mg,"37,8","20,8",BRC0446N,Nome não encontrado
Ácidos graxos saturados,g,"1,96","1,08",BRC0446N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,33","0,73",BRC0446N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,13","0,07",BRC0446N,Nome não encontrado
Ácidos graxos trans,g,"0,11","0,06",BRC0446N,Nome não encontrado
Cálcio,mg,"9,97","5,48",BRC0446N,Nome não encontrado
Ferro,mg,"0,99","0,55",BRC0446N,Nome não encontrado
Sódio,mg,121,"66,9",BRC0446N,Nome não encontrado
Magnésio,mg,"9,36","5,15",BRC0446N,Nome não encontrado
Fósforo,mg,"70,9","39,0",BRC0446N,Nome não encontrado
Potássio,mg,202,111,BRC0446N,Nome não encontrado
Manganês,mg,"0,06","0,03",BRC0446N,Nome não encontrado
Zinco,mg,"2,96","1,63",BRC0446N,Nome não encontrado
Cobre,mg,"0,06","0,04",BRC0446N,Nome não encontrado
Selênio,mcg,"0,14","0,08",BRC0446N,Nome não encontrado
Vitamina A (RE),mcg,150,"82,9",BRC0446N,Nome não encontrado
Vitamina A (RAE),mcg,"75,6","41,6",BRC0446N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0446N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,29","0,16",BRC0446N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0446N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0446N,Nome não encontrado
Niacina,mg,"1,35","0,74",BRC0446N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0446N,Nome não encontrado
Vitamina B12,mcg,"0,95","0,52",BRC0446N,Nome não encontrado
Vitamina C,mg,"3,69","2,03",BRC0446N,Nome não encontrado
Equivalente de folato,mcg,"5,89","3,24",BRC0446N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0446N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0446N,Nome não encontrado
Gordura de adição,g,-,-,BRC0446N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0446N,Nome não encontrado
Proteína animal,g,-,-,BRC0446N,Nome não encontrado
