componente,unidade,Valor por 100g,Colher sopa rasa (10 g),codigo_alimento,nome_alimento
Energia,kJ,1195,119,BRC0082R,Nome não encontrado
Energia,kcal,285,28,BRC0082R,Nome não encontrado
Umidade,g,"7,00","0,70",BRC0082R,Nome não encontrado
Carboidrato total,g,"27,1","2,71",BRC0082R,Nome não encontrado
Carboidrato disponível,g,"20,1","2,01",BRC0082R,Nome não encontrado
Proteína,g,"23,5","2,35",BRC0082R,Nome não encontrado
Lipídios,g,"10,7","1,07",BRC0082R,Nome não encontrado
Fibra alimentar,g,"7,02","0,70",BRC0082R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0082R,Nome não encontrado
Cinzas,g,"31,6","3,16",BRC0082R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0082R,Nome não encontrado
Ácidos graxos saturados,g,"1,83","0,18",BRC0082R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,00","0,20",BRC0082R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,15","0,51",BRC0082R,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0082R,Nome não encontrado
Cálcio,mg,"93,0","9,30",BRC0082R,Nome não encontrado
Ferro,mg,"4,06","0,41",BRC0082R,Nome não encontrado
Sódio,mg,6084,608,BRC0082R,Nome não encontrado
Magnésio,mg,"78,3","7,83",BRC0082R,Nome não encontrado
Fósforo,mg,259,"26,0",BRC0082R,Nome não encontrado
Potássio,mg,342,"34,3",BRC0082R,Nome não encontrado
Manganês,mg,,,BRC0082R,Nome não encontrado
Zinco,mg,"4,18","0,42",BRC0082R,Nome não encontrado
Cobre,mg,,,BRC0082R,Nome não encontrado
Selênio,mcg,,,BRC0082R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0082R,Nome não encontrado
Vitamina A (RAE),mcg,"7,14","0,71",BRC0082R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0082R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,02","0,00",BRC0082R,Nome não encontrado
Tiamina,mg,"0,16","0,02",BRC0082R,Nome não encontrado
Riboflavina,mg,"0,38","0,04",BRC0082R,Nome não encontrado
Niacina,mg,"1,48","0,15",BRC0082R,Nome não encontrado
Vitamina B6,mg,"0,33","0,03",BRC0082R,Nome não encontrado
Vitamina B12,mcg,"0,13","0,01",BRC0082R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0082R,Nome não encontrado
Equivalente de folato,mcg,"31,0","3,10",BRC0082R,Nome não encontrado
Sal de adição,g,,,BRC0082R,Nome não encontrado
Açúcar de adição,g,,,BRC0082R,Nome não encontrado
Gordura de adição,g,,,BRC0082R,Nome não encontrado
Proteína vegetal,g,,,BRC0082R,Nome não encontrado
Proteína animal,g,,,BRC0082R,Nome não encontrado
