componente,unidade,Valor por 100g,Colher sopa cheia (28 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,99,27,17,BRC0005B,Nome não encontrado
Energia,kcal,24,6,4,BRC0005B,Nome não encontrado
Umidade,g,"92,5","25,9","16,6",BRC0005B,Nome não encontrado
Carboidrato total,g,"6,12","1,71","1,10",BRC0005B,Nome não encontrado
Carboidrato disponível,g,"3,82","1,07","0,69",BRC0005B,Nome não encontrado
Proteína,g,"0,67","0,19","0,12",BRC0005B,Nome não encontrado
Lipídios,g,"0,12","0,03","0,02",BRC0005B,Nome não encontrado
Fibra alimentar,g,"2,30","0,64","0,41",BRC0005B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0005B,Nome não encontrado
Cinzas,g,"0,60","0,17","0,11",BRC0005B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0005B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01","0,00",BRC0005B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,01","0,00",BRC0005B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,01","0,00","0,00",BRC0005B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0005B,Nome não encontrado
Cálcio,mg,"8,81","2,47","1,59",BRC0005B,Nome não encontrado
Ferro,mg,"0,28","0,08","0,05",BRC0005B,Nome não encontrado
Sódio,mg,"0,75","0,21","0,13",BRC0005B,Nome não encontrado
Magnésio,mg,"7,42","2,08","1,34",BRC0005B,Nome não encontrado
Fósforo,mg,"31,6","8,85","5,69",BRC0005B,Nome não encontrado
Potássio,mg,263,"73,9","47,5",BRC0005B,Nome não encontrado
Manganês,mg,"0,07","0,02","0,01",BRC0005B,Nome não encontrado
Zinco,mg,"0,18","0,05","0,03",BRC0005B,Nome não encontrado
Cobre,mg,"0,09","0,03","0,02",BRC0005B,Nome não encontrado
Selênio,mcg,"1,10","0,31","0,20",BRC0005B,Nome não encontrado
Vitamina A (RE),mcg,537,150,"96,7",BRC0005B,Nome não encontrado
Vitamina A (RAE),mcg,268,"75,2","48,4",BRC0005B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0005B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,27","0,36","0,23",BRC0005B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0005B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0005B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0005B,Nome não encontrado
Vitamina B6,mg,"0,06","0,02","0,01",BRC0005B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0005B,Nome não encontrado
Vitamina C,mg,"2,09","0,59","0,38",BRC0005B,Nome não encontrado
Equivalente de folato,mcg,"14,3","4,00","2,57",BRC0005B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0005B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0005B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0005B,Nome não encontrado
Proteína vegetal,g,"0,67","0,19","0,12",BRC0005B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0005B,Nome não encontrado
