componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,29,68,47,BRC0135C,Nome não encontrado
Energia,kcal,7,16,11,BRC0135C,Nome não encontrado
Umidade,g,"98,3",235,162,BRC0135C,Nome não encontrado
Carboidrato total,g,"1,61","3,86","2,66",BRC0135C,Nome não encontrado
Carboidrato disponível,g,"1,52","3,64","2,50",BRC0135C,Nome não encontrado
Proteína,g,"0,06","0,15","0,10",BRC0135C,Nome não encontrado
Lipídios,g,"0,03","0,07","0,05",BRC0135C,Nome não encontrado
Fibra alimentar,g,"0,09","0,23","0,16",BRC0135C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0135C,Nome não encontrado
Cinzas,g,"0,04","0,11","0,07",BRC0135C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0135C,Nome não encontrado
Ácidos graxos saturados,g,,,,BRC0135C,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,,BRC0135C,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,,BRC0135C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0135C,Nome não encontrado
Cálcio,mg,"0,12","0,29","0,20",BRC0135C,Nome não encontrado
Ferro,mg,"0,03","0,07","0,05",BRC0135C,Nome não encontrado
Sódio,mg,"5,77","13,8","9,51",BRC0135C,Nome não encontrado
Magnésio,mg,"1,29","3,11","2,14",BRC0135C,Nome não encontrado
Fósforo,mg,"1,54","3,69","2,53",BRC0135C,Nome não encontrado
Potássio,mg,"16,2","38,9","26,8",BRC0135C,Nome não encontrado
Manganês,mg,"0,01","0,02","0,02",BRC0135C,Nome não encontrado
Zinco,mg,"0,01","0,03","0,02",BRC0135C,Nome não encontrado
Cobre,mg,"0,01","0,01","0,01",BRC0135C,Nome não encontrado
Selênio,mcg,"0,00","0,00","0,00",BRC0135C,Nome não encontrado
Vitamina A (RE),mcg,"2,24","5,37","3,69",BRC0135C,Nome não encontrado
Vitamina A (RAE),mcg,"1,12","2,68","1,84",BRC0135C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0135C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC0135C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0135C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0135C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0135C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0135C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0135C,Nome não encontrado
Vitamina C,mg,"24,2","58,0","39,9",BRC0135C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0135C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0135C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0135C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0135C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0135C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0135C,Nome não encontrado
