componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,70,63,BRC0509B,Nome não encontrado
Energia,kcal,17,15,BRC0509B,Nome não encontrado
Umidade,g,"94,6","85,1",BRC0509B,Nome não encontrado
Carboidrato total,g,"4,31","3,88",BRC0509B,Nome não encontrado
Carboidrato disponível,g,"2,13","1,92",BRC0509B,Nome não encontrado
Proteína,g,"0,54","0,49",BRC0509B,Nome não encontrado
Lipídios,g,"0,20","0,18",BRC0509B,Nome não encontrado
Fibra alimentar,g,"2,18","1,96",BRC0509B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0509B,Nome não encontrado
Cinzas,g,"0,38","0,34",BRC0509B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0509B,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0509B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0509B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,09","0,08",BRC0509B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0509B,Nome não encontrado
Cálcio,mg,"16,7","15,0",BRC0509B,Nome não encontrado
Ferro,mg,"0,17","0,15",BRC0509B,Nome não encontrado
Sódio,mg,"5,13","4,62",BRC0509B,Nome não encontrado
Magnésio,mg,"9,42","8,48",BRC0509B,Nome não encontrado
Fósforo,mg,"17,4","15,7",BRC0509B,Nome não encontrado
Potássio,mg,232,208,BRC0509B,Nome não encontrado
Manganês,mg,"0,03","0,03",BRC0509B,Nome não encontrado
Zinco,mg,"0,15","0,14",BRC0509B,Nome não encontrado
Cobre,mg,"0,01","0,01",BRC0509B,Nome não encontrado
Selênio,mcg,"0,30","0,27",BRC0509B,Nome não encontrado
Vitamina A (RE),mcg,660,594,BRC0509B,Nome não encontrado
Vitamina A (RAE),mcg,330,297,BRC0509B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0509B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,11","1,00",BRC0509B,Nome não encontrado
Tiamina,mg,"0,05","0,04",BRC0509B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0509B,Nome não encontrado
Niacina,mg,"1,75","1,57",BRC0509B,Nome não encontrado
Vitamina B6,mg,"0,04","0,04",BRC0509B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0509B,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0509B,Nome não encontrado
Equivalente de folato,mcg,"7,73","6,95",BRC0509B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0509B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0509B,Nome não encontrado
Gordura de adição,g,-,-,BRC0509B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0509B,Nome não encontrado
Proteína animal,g,-,-,BRC0509B,Nome não encontrado
