componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,682,750,BRC0242F,Nome não encontrado
Energia,kcal,162,178,BRC0242F,Nome não encontrado
Umidade,g,"65,5","72,1",BRC0242F,Nome não encontrado
Carboidrato total,g,"3,29","3,61",BRC0242F,Nome não encontrado
Carboidrato disponível,g,"3,23","3,56",BRC0242F,Nome não encontrado
Proteína,g,"26,3","28,9",BRC0242F,Nome não encontrado
Lipídios,g,"4,87","5,35",BRC0242F,Nome não encontrado
Fibra alimentar,g,"0,05","0,06",BRC0242F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0242F,Nome não encontrado
Cinzas,g,"1,00","1,10",BRC0242F,Nome não encontrado
Colesterol,mg,"74,5","82,0",BRC0242F,Nome não encontrado
Ácidos graxos saturados,g,"1,91","2,10",BRC0242F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,45","1,60",BRC0242F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,06","1,16",BRC0242F,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,05",BRC0242F,Nome não encontrado
Cálcio,mg,"37,7","41,5",BRC0242F,Nome não encontrado
Ferro,mg,"0,38","0,42",BRC0242F,Nome não encontrado
Sódio,mg,"48,7","53,6",BRC0242F,Nome não encontrado
Magnésio,mg,"14,5","15,9",BRC0242F,Nome não encontrado
Fósforo,mg,206,227,BRC0242F,Nome não encontrado
Potássio,mg,226,249,BRC0242F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0242F,Nome não encontrado
Zinco,mg,"0,89","0,98",BRC0242F,Nome não encontrado
Cobre,mg,"0,02","0,03",BRC0242F,Nome não encontrado
Selênio,mcg,"10,8","11,9",BRC0242F,Nome não encontrado
Vitamina A (RE),mcg,"19,8","21,8",BRC0242F,Nome não encontrado
Vitamina A (RAE),mcg,"19,5","21,5",BRC0242F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0242F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,56","0,62",BRC0242F,Nome não encontrado
Tiamina,mg,"0,09","0,10",BRC0242F,Nome não encontrado
Riboflavina,mg,"0,07","0,07",BRC0242F,Nome não encontrado
Niacina,mg,"6,53","7,18",BRC0242F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0242F,Nome não encontrado
Vitamina B12,mcg,"0,21","0,23",BRC0242F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0242F,Nome não encontrado
Equivalente de folato,mcg,"9,67","10,6",BRC0242F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0242F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0242F,Nome não encontrado
Gordura de adição,g,-,-,BRC0242F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0242F,Nome não encontrado
Proteína animal,g,-,-,BRC0242F,Nome não encontrado
