componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (70 g),codigo_alimento,nome_alimento
Energia,kJ,112,78,BRC0964B,Nome não encontrado
Energia,kcal,27,18,BRC0964B,Nome não encontrado
Umidade,g,"92,8","65,0",BRC0964B,Nome não encontrado
Carboidrato total,g,"2,10","1,47",BRC0964B,Nome não encontrado
Carboidrato disponível,g,"0,20","0,14",BRC0964B,Nome não encontrado
Proteína,g,"3,99","2,79",BRC0964B,Nome não encontrado
Lipídios,g,"0,69","0,48",BRC0964B,Nome não encontrado
Fibra alimentar,g,"1,90","1,33",BRC0964B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0964B,Nome não encontrado
Cinzas,g,"0,40","0,28",BRC0964B,Nome não encontrado
Colesterol,mg,"91,0","63,7",BRC0964B,Nome não encontrado
Ácidos graxos saturados,g,"6,87","4,81",BRC0964B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"10,3","7,18",BRC0964B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,52","1,76",BRC0964B,Nome não encontrado
Ácidos graxos trans,g,,,BRC0964B,Nome não encontrado
Cálcio,mg,"13,0","9,10",BRC0964B,Nome não encontrado
Ferro,mg,"2,83","1,98",BRC0964B,Nome não encontrado
Sódio,mg,"70,0","49,0",BRC0964B,Nome não encontrado
Magnésio,mg,"22,0","15,4",BRC0964B,Nome não encontrado
Fósforo,mg,270,189,BRC0964B,Nome não encontrado
Potássio,mg,329,230,BRC0964B,Nome não encontrado
Manganês,mg,"0,02","0,02",BRC0964B,Nome não encontrado
Zinco,mg,"2,62","1,83",BRC0964B,Nome não encontrado
Cobre,mg,"0,26","0,18",BRC0964B,Nome não encontrado
Selênio,mcg,"21,8","15,3",BRC0964B,Nome não encontrado
Vitamina A (RE),mcg,"8,00","5,60",BRC0964B,Nome não encontrado
Vitamina A (RAE),mcg,"8,00","5,60",BRC0964B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0964B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,02","0,01",BRC0964B,Nome não encontrado
Tiamina,mg,"0,08","0,05",BRC0964B,Nome não encontrado
Riboflavina,mg,"0,32","0,23",BRC0964B,Nome não encontrado
Niacina,mg,"4,17","2,92",BRC0964B,Nome não encontrado
Vitamina B6,mg,"0,37","0,26",BRC0964B,Nome não encontrado
Vitamina B12,mcg,"0,41","0,29",BRC0964B,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0964B,Nome não encontrado
Equivalente de folato,mcg,"2,00","1,40",BRC0964B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0964B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0964B,Nome não encontrado
Gordura de adição,g,-,-,BRC0964B,Nome não encontrado
Proteína vegetal,g,"3,99","2,79",BRC0964B,Nome não encontrado
Proteína animal,g,-,-,BRC0964B,Nome não encontrado
