componente,unidade,Valor por 100g,Colher sopa cheia (17 g),Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,1279,217,166,BRC0026T,Nome não encontrado
Energia,kcal,304,51,39,BRC0026T,Nome não encontrado
Umidade,g,"10,6","1,80","1,37",BRC0026T,Nome não encontrado
Carboidrato total,g,"68,5","11,6","8,91",BRC0026T,Nome não encontrado
Carboidrato disponível,g,"43,5","7,40","5,66",BRC0026T,Nome não encontrado
Proteína,g,"17,1","2,90","2,22",BRC0026T,Nome não encontrado
Lipídios,g,"1,33","0,23","0,17",BRC0026T,Nome não encontrado
Fibra alimentar,g,"25,0","4,25","3,25",BRC0026T,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0026T,Nome não encontrado
Cinzas,g,"2,51","0,43","0,33",BRC0026T,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0026T,Nome não encontrado
Ácidos graxos saturados,g,"0,19","0,03","0,02",BRC0026T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,05","0,04",BRC0026T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,57","0,10","0,07",BRC0026T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0026T,Nome não encontrado
Cálcio,mg,"36,3","6,17","4,72",BRC0026T,Nome não encontrado
Ferro,mg,"4,73","0,80","0,61",BRC0026T,Nome não encontrado
Sódio,mg,"14,7","2,50","1,91",BRC0026T,Nome não encontrado
Magnésio,mg,"48,1","8,17","6,25",BRC0026T,Nome não encontrado
Fósforo,mg,314,"53,5","40,9",BRC0026T,Nome não encontrado
Potássio,mg,807,137,104,BRC0026T,Nome não encontrado
Manganês,mg,"1,20","0,20","0,16",BRC0026T,Nome não encontrado
Zinco,mg,"3,48","0,59","0,45",BRC0026T,Nome não encontrado
Cobre,mg,"0,80","0,14","0,10",BRC0026T,Nome não encontrado
Selênio,mcg,"4,02","0,68","0,52",BRC0026T,Nome não encontrado
Vitamina A (RE),mcg,-,-,-,BRC0026T,Nome não encontrado
Vitamina A (RAE),mcg,-,-,-,BRC0026T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0026T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,10","0,02","0,01",BRC0026T,Nome não encontrado
Tiamina,mg,"0,71","0,12","0,09",BRC0026T,Nome não encontrado
Riboflavina,mg,"0,21","0,04","0,03",BRC0026T,Nome não encontrado
Niacina,mg,"2,83","0,48","0,37",BRC0026T,Nome não encontrado
Vitamina B6,mg,"0,17","0,03","0,02",BRC0026T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0026T,Nome não encontrado
Vitamina C,mg,"1,77","0,30","0,23",BRC0026T,Nome não encontrado
Equivalente de folato,mcg,268,"45,7","34,9",BRC0026T,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0026T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0026T,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0026T,Nome não encontrado
Proteína vegetal,g,"17,1","2,90","2,22",BRC0026T,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0026T,Nome não encontrado
