componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,425,1020,701,BRC0236C,Nome não encontrado
Energia,kcal,103,246,169,BRC0236C,Nome não encontrado
Umidade,g,"78,6",188,129,BRC0236C,Nome não encontrado
Carboidrato total,g,"13,9","33,3","22,9",BRC0236C,Nome não encontrado
Carboidrato disponível,g,"7,88","18,9","13,0",BRC0236C,Nome não encontrado
Proteína,g,"0,89","2,14","1,47",BRC0236C,Nome não encontrado
Lipídios,g,"6,17","14,8","10,2",BRC0236C,Nome não encontrado
Fibra alimentar,g,"6,00","14,4","9,90",BRC0236C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0236C,Nome não encontrado
Cinzas,g,"0,42","1,00","0,69",BRC0236C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0236C,Nome não encontrado
Ácidos graxos saturados,g,"1,66","3,99","2,75",BRC0236C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,78","13,9","9,53",BRC0236C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,16","0,38","0,26",BRC0236C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0236C,Nome não encontrado
Cálcio,mg,"55,1",132,"90,9",BRC0236C,Nome não encontrado
Ferro,mg,"0,55","1,33","0,91",BRC0236C,Nome não encontrado
Sódio,mg,"3,42","8,22","5,65",BRC0236C,Nome não encontrado
Magnésio,mg,"13,8","33,0","22,7",BRC0236C,Nome não encontrado
Fósforo,mg,"2,24","5,37","3,69",BRC0236C,Nome não encontrado
Potássio,mg,"96,0",230,158,BRC0236C,Nome não encontrado
Manganês,mg,2422,5813,3996,BRC0236C,Nome não encontrado
Zinco,mg,"0,32","0,76","0,52",BRC0236C,Nome não encontrado
Cobre,mg,"0,05","0,11","0,07",BRC0236C,Nome não encontrado
Selênio,mcg,"12,0","28,8","19,8",BRC0236C,Nome não encontrado
Vitamina A (RE),mcg,963,2311,1589,BRC0236C,Nome não encontrado
Vitamina A (RAE),mcg,481,1155,794,BRC0236C,Nome não encontrado
Vitamina D,mcg,,,,BRC0236C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"7,85","18,8","12,9",BRC0236C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0236C,Nome não encontrado
Riboflavina,mg,"0,02","0,05","0,03",BRC0236C,Nome não encontrado
Niacina,mg,"3,37","8,09","5,56",BRC0236C,Nome não encontrado
Vitamina B6,mg,"0,03","0,06","0,04",BRC0236C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0236C,Nome não encontrado
Vitamina C,mg,"15,1","36,3","25,0",BRC0236C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0236C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0236C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0236C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0236C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0236C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0236C,Nome não encontrado
