componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,636,635,BRC0978F,Nome não encontrado
Energia,kcal,151,150,BRC0978F,Nome não encontrado
Umidade,g,"65,0","65,0",BRC0978F,Nome não encontrado
Carboidrato total,g,"0,88","0,88",BRC0978F,Nome não encontrado
Carboidrato disponível,g,"0,62","0,62",BRC0978F,Nome não encontrado
Proteína,g,"27,5","27,5",BRC0978F,Nome não encontrado
Lipídios,g,"4,20","4,20",BRC0978F,Nome não encontrado
Fibra alimentar,g,"0,26","0,26",BRC0978F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0978F,Nome não encontrado
Cinzas,g,"2,22","2,22",BRC0978F,Nome não encontrado
Colesterol,mg,"77,1","77,1",BRC0978F,Nome não encontrado
Ácidos graxos saturados,g,"1,90","1,90",BRC0978F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,25","1,25",BRC0978F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,44","0,44",BRC0978F,Nome não encontrado
Ácidos graxos trans,g,"0,10","0,10",BRC0978F,Nome não encontrado
Cálcio,mg,"70,9","70,9",BRC0978F,Nome não encontrado
Ferro,mg,"0,43","0,43",BRC0978F,Nome não encontrado
Sódio,mg,373,373,BRC0978F,Nome não encontrado
Magnésio,mg,"18,3","18,3",BRC0978F,Nome não encontrado
Fósforo,mg,275,275,BRC0978F,Nome não encontrado
Potássio,mg,345,345,BRC0978F,Nome não encontrado
Manganês,mg,"0,03","0,03",BRC0978F,Nome não encontrado
Zinco,mg,"0,93","0,93",BRC0978F,Nome não encontrado
Cobre,mg,"0,03","0,03",BRC0978F,Nome não encontrado
Selênio,mcg,"10,4","10,4",BRC0978F,Nome não encontrado
Vitamina A (RE),mcg,"15,8","15,8",BRC0978F,Nome não encontrado
Vitamina A (RAE),mcg,"13,8","13,8",BRC0978F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0978F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,58","0,58",BRC0978F,Nome não encontrado
Tiamina,mg,"0,10","0,10",BRC0978F,Nome não encontrado
Riboflavina,mg,"0,02","0,02",BRC0978F,Nome não encontrado
Niacina,mg,"19,8","19,8",BRC0978F,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0978F,Nome não encontrado
Vitamina B12,mcg,"0,35","0,35",BRC0978F,Nome não encontrado
Vitamina C,mg,"2,57","2,57",BRC0978F,Nome não encontrado
Equivalente de folato,mcg,"7,83","7,83",BRC0978F,Nome não encontrado
Sal de adição,g,,,BRC0978F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0978F,Nome não encontrado
Gordura de adição,g,-,-,BRC0978F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0978F,Nome não encontrado
Proteína animal,g,-,-,BRC0978F,Nome não encontrado
