componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (45 g),codigo_alimento,nome_alimento
Energia,kJ,652,391,293,BRC0625A,Nome não encontrado
Energia,kcal,156,93,70,BRC0625A,Nome não encontrado
Umidade,g,"70,0","42,0","31,5",BRC0625A,Nome não encontrado
Carboidrato total,g,"11,7","7,05","5,28",BRC0625A,Nome não encontrado
Carboidrato disponível,g,"11,1","6,63","4,97",BRC0625A,Nome não encontrado
Proteína,g,"8,97","5,38","4,03",BRC0625A,Nome não encontrado
Lipídios,g,"7,83","4,70","3,53",BRC0625A,Nome não encontrado
Fibra alimentar,g,"0,71","0,42","0,32",BRC0625A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0625A,Nome não encontrado
Cinzas,g,"1,51","0,91","0,68",BRC0625A,Nome não encontrado
Colesterol,mg,"95,8","57,5","43,1",BRC0625A,Nome não encontrado
Ácidos graxos saturados,g,"3,05","1,83","1,37",BRC0625A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,23","1,94","1,45",BRC0625A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,73","0,44","0,33",BRC0625A,Nome não encontrado
Ácidos graxos trans,g,"0,14","0,08","0,06",BRC0625A,Nome não encontrado
Cálcio,mg,"84,8","50,9","38,1",BRC0625A,Nome não encontrado
Ferro,mg,"1,12","0,67","0,50",BRC0625A,Nome não encontrado
Sódio,mg,412,247,185,BRC0625A,Nome não encontrado
Magnésio,mg,"18,6","11,2","8,39",BRC0625A,Nome não encontrado
Fósforo,mg,144,"86,9","65,2",BRC0625A,Nome não encontrado
Potássio,mg,"83,3","50,0","37,5",BRC0625A,Nome não encontrado
Manganês,mg,"0,41","0,25","0,18",BRC0625A,Nome não encontrado
Zinco,mg,"0,83","0,50","0,37",BRC0625A,Nome não encontrado
Cobre,mg,"0,22","0,13","0,10",BRC0625A,Nome não encontrado
Selênio,mcg,"1,74","1,04","0,78",BRC0625A,Nome não encontrado
Vitamina A (RE),mcg,"32,4","19,4","14,6",BRC0625A,Nome não encontrado
Vitamina A (RAE),mcg,"33,8","20,3","15,2",BRC0625A,Nome não encontrado
Vitamina D,mcg,"0,06","0,04","0,03",BRC0625A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,76","0,46","0,34",BRC0625A,Nome não encontrado
Tiamina,mg,"0,01","0,00","0,00",BRC0625A,Nome não encontrado
Riboflavina,mg,"0,02","0,01","0,01",BRC0625A,Nome não encontrado
Niacina,mg,"0,05","0,03","0,02",BRC0625A,Nome não encontrado
Vitamina B6,mg,"0,03","0,02","0,01",BRC0625A,Nome não encontrado
Vitamina B12,mcg,"0,65","0,39","0,29",BRC0625A,Nome não encontrado
Vitamina C,mg,"2,44","1,46","1,10",BRC0625A,Nome não encontrado
Equivalente de folato,mcg,"9,36","5,62","4,21",BRC0625A,Nome não encontrado
Sal de adição,g,"0,47","0,28","0,21",BRC0625A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0625A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0625A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0625A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0625A,Nome não encontrado
