componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,141,35,BRC0965B,Nome não encontrado
Energia,kcal,34,8,BRC0965B,Nome não encontrado
Umidade,g,"90,1","22,5",BRC0965B,Nome não encontrado
Carboidrato total,g,"3,88","0,97",BRC0965B,Nome não encontrado
Carboidrato disponível,g,"0,94","0,24",BRC0965B,Nome não encontrado
Proteína,g,"3,01","0,75",BRC0965B,Nome não encontrado
Lipídios,g,"1,35","0,34",BRC0965B,Nome não encontrado
Fibra alimentar,g,"2,94","0,73",BRC0965B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0965B,Nome não encontrado
Cinzas,g,"1,68","0,42",BRC0965B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0965B,Nome não encontrado
Ácidos graxos saturados,g,"0,20","0,05",BRC0965B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,29","0,07",BRC0965B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,79","0,20",BRC0965B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0965B,Nome não encontrado
Cálcio,mg,124,"31,1",BRC0965B,Nome não encontrado
Ferro,mg,"1,19","0,30",BRC0965B,Nome não encontrado
Sódio,mg,135,"33,9",BRC0965B,Nome não encontrado
Magnésio,mg,"28,3","7,08",BRC0965B,Nome não encontrado
Fósforo,mg,"39,8","9,96",BRC0965B,Nome não encontrado
Potássio,mg,358,"89,5",BRC0965B,Nome não encontrado
Manganês,mg,"0,32","0,08",BRC0965B,Nome não encontrado
Zinco,mg,"0,38","0,10",BRC0965B,Nome não encontrado
Cobre,mg,"0,09","0,02",BRC0965B,Nome não encontrado
Selênio,mcg,"0,30","0,07",BRC0965B,Nome não encontrado
Vitamina A (RE),mcg,649,162,BRC0965B,Nome não encontrado
Vitamina A (RAE),mcg,324,"81,2",BRC0965B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0965B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,25","0,06",BRC0965B,Nome não encontrado
Tiamina,mg,"0,06","0,02",BRC0965B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0965B,Nome não encontrado
Niacina,mg,"0,48","0,12",BRC0965B,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0965B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0965B,Nome não encontrado
Vitamina C,mg,"40,4","10,1",BRC0965B,Nome não encontrado
Equivalente de folato,mcg,"0,69","0,17",BRC0965B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0965B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0965B,Nome não encontrado
Gordura de adição,g,-,-,BRC0965B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0965B,Nome não encontrado
Proteína animal,g,-,-,BRC0965B,Nome não encontrado
