componente,unidade,Valor por 100g,Colher sopa cheia (15 g),codigo_alimento,nome_alimento
Energia,kJ,206,30,BRC0174B,Nome não encontrado
Energia,kcal,50,7,BRC0174B,Nome não encontrado
Umidade,g,"88,6","13,3",BRC0174B,Nome não encontrado
Carboidrato total,g,"4,82","0,72",BRC0174B,Nome não encontrado
Carboidrato disponível,g,"2,35","0,35",BRC0174B,Nome não encontrado
Proteína,g,"2,26","0,34",BRC0174B,Nome não encontrado
Lipídios,g,"2,91","0,44",BRC0174B,Nome não encontrado
Fibra alimentar,g,"2,48","0,37",BRC0174B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0174B,Nome não encontrado
Cinzas,g,"1,39","0,21",BRC0174B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0174B,Nome não encontrado
Ácidos graxos saturados,g,"0,46","0,07",BRC0174B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,89","0,28",BRC0174B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,34","0,05",BRC0174B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0174B,Nome não encontrado
Cálcio,mg,152,"22,9",BRC0174B,Nome não encontrado
Ferro,mg,"0,62","0,09",BRC0174B,Nome não encontrado
Sódio,mg,135,"20,3",BRC0174B,Nome não encontrado
Magnésio,mg,"32,4","4,86",BRC0174B,Nome não encontrado
Fósforo,mg,"40,2","6,02",BRC0174B,Nome não encontrado
Potássio,mg,441,"66,3",BRC0174B,Nome não encontrado
Manganês,mg,"0,57","0,09",BRC0174B,Nome não encontrado
Zinco,mg,"0,45","0,07",BRC0174B,Nome não encontrado
Cobre,mg,"0,06","0,01",BRC0174B,Nome não encontrado
Selênio,mcg,"2,21","0,33",BRC0174B,Nome não encontrado
Vitamina A (RE),mcg,425,"63,9",BRC0174B,Nome não encontrado
Vitamina A (RAE),mcg,212,"31,9",BRC0174B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0174B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,14","0,17",BRC0174B,Nome não encontrado
Tiamina,mg,"0,15","0,02",BRC0174B,Nome não encontrado
Riboflavina,mg,"0,22","0,03",BRC0174B,Nome não encontrado
Niacina,mg,"1,62","0,24",BRC0174B,Nome não encontrado
Vitamina B6,mg,"0,07","0,01",BRC0174B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0174B,Nome não encontrado
Vitamina C,mg,"74,4","11,2",BRC0174B,Nome não encontrado
Equivalente de folato,mcg,"62,1","9,32",BRC0174B,Nome não encontrado
Sal de adição,g,"0,32","0,05",BRC0174B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0174B,Nome não encontrado
Gordura de adição,g,-,-,BRC0174B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0174B,Nome não encontrado
Proteína animal,g,-,-,BRC0174B,Nome não encontrado
