componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,529,BRC0527E,Nome não encontrado
Energia,kcal,125,BRC0527E,Nome não encontrado
Umidade,g,"70,4",BRC0527E,Nome não encontrado
Carboidrato total,g,"0,00",BRC0527E,Nome não encontrado
Carboidrato disponível,g,"0,00",BRC0527E,Nome não encontrado
Proteína,g,"26,4",BRC0527E,Nome não encontrado
Lipídios,g,"2,18",BRC0527E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0527E,Nome não encontrado
Álcool,g,"0,00",BRC0527E,Nome não encontrado
Cinzas,g,"1,00",BRC0527E,Nome não encontrado
Colesterol,mg,"84,1",BRC0527E,Nome não encontrado
Ácidos graxos saturados,g,"0,43",BRC0527E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,40",BRC0527E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,38",BRC0527E,Nome não encontrado
Ácidos graxos trans,g,,BRC0527E,Nome não encontrado
Cálcio,mg,"13,0",BRC0527E,Nome não encontrado
Ferro,mg,"0,86",BRC0527E,Nome não encontrado
Sódio,mg,133,BRC0527E,Nome não encontrado
Magnésio,mg,"33,0",BRC0527E,Nome não encontrado
Fósforo,mg,236,BRC0527E,Nome não encontrado
Potássio,mg,285,BRC0527E,Nome não encontrado
Manganês,mg,"0,00",BRC0527E,Nome não encontrado
Zinco,mg,"1,51",BRC0527E,Nome não encontrado
Cobre,mg,"0,08",BRC0527E,Nome não encontrado
Selênio,mcg,,BRC0527E,Nome não encontrado
Vitamina A (RE),mcg,"7,53",BRC0527E,Nome não encontrado
Vitamina A (RAE),mcg,"7,53",BRC0527E,Nome não encontrado
Vitamina D,mcg,"0,13",BRC0527E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09",BRC0527E,Nome não encontrado
Tiamina,mg,"0,04",BRC0527E,Nome não encontrado
Riboflavina,mg,"0,18",BRC0527E,Nome não encontrado
Niacina,mg,"11,7",BRC0527E,Nome não encontrado
Vitamina B6,mg,"0,81",BRC0527E,Nome não encontrado
Vitamina B12,mcg,"0,67",BRC0527E,Nome não encontrado
Vitamina C,mg,"0,00",BRC0527E,Nome não encontrado
Equivalente de folato,mcg,"8,25",BRC0527E,Nome não encontrado
Sal de adição,g,"0,00",BRC0527E,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0527E,Nome não encontrado
Gordura de adição,g,"0,00",BRC0527E,Nome não encontrado
Proteína vegetal,g,"0,00",BRC0527E,Nome não encontrado
Proteína animal,g,"26,4",BRC0527E,Nome não encontrado
