componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,904,BRC1057F,Nome não encontrado
Energia,kcal,217,BRC1057F,Nome não encontrado
Umidade,g,"61,2",BRC1057F,Nome não encontrado
Carboidrato total,g,"1,49",BRC1057F,Nome não encontrado
Carboidrato disponível,g,"1,49",BRC1057F,Nome não encontrado
Proteína,g,"22,0",BRC1057F,Nome não encontrado
Lipídios,g,"13,6",BRC1057F,Nome não encontrado
Fibra alimentar,g,"0,00",BRC1057F,Nome não encontrado
Álcool,g,"0,00",BRC1057F,Nome não encontrado
Cinzas,g,"1,72",BRC1057F,Nome não encontrado
Colesterol,mg,161,BRC1057F,Nome não encontrado
Ácidos graxos saturados,g,"3,88",BRC1057F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,70",BRC1057F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,63",BRC1057F,Nome não encontrado
Ácidos graxos trans,g,,BRC1057F,Nome não encontrado
Cálcio,mg,"12,1",BRC1057F,Nome não encontrado
Ferro,mg,"12,5",BRC1057F,Nome não encontrado
Sódio,mg,280,BRC1057F,Nome não encontrado
Magnésio,mg,"22,0",BRC1057F,Nome não encontrado
Fósforo,mg,260,BRC1057F,Nome não encontrado
Potássio,mg,324,BRC1057F,Nome não encontrado
Manganês,mg,"0,17",BRC1057F,Nome não encontrado
Zinco,mg,"4,63",BRC1057F,Nome não encontrado
Cobre,mg,"0,47",BRC1057F,Nome não encontrado
Selênio,mcg,"29,4",BRC1057F,Nome não encontrado
Vitamina A (RE),mcg,2082,BRC1057F,Nome não encontrado
Vitamina A (RAE),mcg,2082,BRC1057F,Nome não encontrado
Vitamina D,mcg,,BRC1057F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,61",BRC1057F,Nome não encontrado
Tiamina,mg,"0,33",BRC1057F,Nome não encontrado
Riboflavina,mg,"1,87",BRC1057F,Nome não encontrado
Niacina,mg,"8,76",BRC1057F,Nome não encontrado
Vitamina B6,mg,"0,34",BRC1057F,Nome não encontrado
Vitamina B12,mcg,"10,4",BRC1057F,Nome não encontrado
Vitamina C,mg,"11,2",BRC1057F,Nome não encontrado
Equivalente de folato,mcg,"88,0",BRC1057F,Nome não encontrado
Sal de adição,g,"0,00",BRC1057F,Nome não encontrado
Açúcar de adição,g,"0,45",BRC1057F,Nome não encontrado
Gordura de adição,g,-,BRC1057F,Nome não encontrado
Proteína vegetal,g,-,BRC1057F,Nome não encontrado
Proteína animal,g,-,BRC1057F,Nome não encontrado
