componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (120 g),codigo_alimento,nome_alimento
Energia,kJ,1167,1400,BRC0335A,Nome não encontrado
Energia,kcal,279,334,BRC0335A,Nome não encontrado
Umidade,g,"44,5","53,4",BRC0335A,Nome não encontrado
Carboidrato total,g,"27,2","32,6",BRC0335A,Nome não encontrado
Carboidrato disponível,g,"26,1","31,3",BRC0335A,Nome não encontrado
Proteína,g,"13,0","15,6",BRC0335A,Nome não encontrado
Lipídios,g,"13,3","16,0",BRC0335A,Nome não encontrado
Fibra alimentar,g,"1,09","1,30",BRC0335A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0335A,Nome não encontrado
Cinzas,g,"2,00","2,40",BRC0335A,Nome não encontrado
Colesterol,mg,"49,0","58,8",BRC0335A,Nome não encontrado
Ácidos graxos saturados,g,"7,51","9,01",BRC0335A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,62","4,35",BRC0335A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,69","0,82",BRC0335A,Nome não encontrado
Ácidos graxos trans,g,"0,55","0,65",BRC0335A,Nome não encontrado
Cálcio,mg,160,193,BRC0335A,Nome não encontrado
Ferro,mg,"2,29","2,75",BRC0335A,Nome não encontrado
Sódio,mg,579,695,BRC0335A,Nome não encontrado
Magnésio,mg,"20,2","24,3",BRC0335A,Nome não encontrado
Fósforo,mg,173,207,BRC0335A,Nome não encontrado
Potássio,mg,169,203,BRC0335A,Nome não encontrado
Manganês,mg,"0,31","0,38",BRC0335A,Nome não encontrado
Zinco,mg,"1,10","1,32",BRC0335A,Nome não encontrado
Cobre,mg,"0,08","0,10",BRC0335A,Nome não encontrado
Selênio,mcg,"5,52","6,62",BRC0335A,Nome não encontrado
Vitamina A (RE),mcg,"0,85","1,02",BRC0335A,Nome não encontrado
Vitamina A (RAE),mcg,158,189,BRC0335A,Nome não encontrado
Vitamina D,mcg,"0,53","0,63",BRC0335A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,35","0,41",BRC0335A,Nome não encontrado
Tiamina,mg,"0,18","0,22",BRC0335A,Nome não encontrado
Riboflavina,mg,"0,42","0,50",BRC0335A,Nome não encontrado
Niacina,mg,"1,03","1,23",BRC0335A,Nome não encontrado
Vitamina B6,mg,"0,26","0,32",BRC0335A,Nome não encontrado
Vitamina B12,mcg,"0,43","0,51",BRC0335A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0335A,Nome não encontrado
Equivalente de folato,mcg,"65,5","78,6",BRC0335A,Nome não encontrado
Sal de adição,g,,,BRC0335A,Nome não encontrado
Açúcar de adição,g,,,BRC0335A,Nome não encontrado
Gordura de adição,g,-,-,BRC0335A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0335A,Nome não encontrado
Proteína animal,g,-,-,BRC0335A,Nome não encontrado
