componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,232,46,302,BRC0746B,Nome não encontrado
Energia,kcal,56,11,72,BRC0746B,Nome não encontrado
Umidade,g,"89,0","17,8",115,BRC0746B,Nome não encontrado
Carboidrato total,g,"5,26","1,05","6,83",BRC0746B,Nome não encontrado
Carboidrato disponível,g,"4,75","0,95","6,18",BRC0746B,Nome não encontrado
Proteína,g,"1,50","0,30","1,95",BRC0746B,Nome não encontrado
Lipídios,g,"3,30","0,66","4,29",BRC0746B,Nome não encontrado
Fibra alimentar,g,"0,50","0,10","0,65",BRC0746B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0746B,Nome não encontrado
Cinzas,g,"0,94","0,19","1,22",BRC0746B,Nome não encontrado
Colesterol,mg,"7,41","1,48","9,64",BRC0746B,Nome não encontrado
Ácidos graxos saturados,g,"1,64","0,33","2,14",BRC0746B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,84","0,17","1,10",BRC0746B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,52","0,10","0,68",BRC0746B,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,01","0,08",BRC0746B,Nome não encontrado
Cálcio,mg,"38,5","7,71","50,1",BRC0746B,Nome não encontrado
Ferro,mg,"0,37","0,07","0,48",BRC0746B,Nome não encontrado
Sódio,mg,280,"56,0",364,BRC0746B,Nome não encontrado
Magnésio,mg,"7,74","1,55","10,1",BRC0746B,Nome não encontrado
Fósforo,mg,"38,2","7,63","49,6",BRC0746B,Nome não encontrado
Potássio,mg,130,"26,1",169,BRC0746B,Nome não encontrado
Manganês,mg,"0,06","0,01","0,08",BRC0746B,Nome não encontrado
Zinco,mg,"0,19","0,04","0,25",BRC0746B,Nome não encontrado
Cobre,mg,"0,05","0,01","0,06",BRC0746B,Nome não encontrado
Selênio,mcg,"1,51","0,30","1,96",BRC0746B,Nome não encontrado
Vitamina A (RE),mcg,"81,6","16,3",106,BRC0746B,Nome não encontrado
Vitamina A (RAE),mcg,"64,6","12,9","84,0",BRC0746B,Nome não encontrado
Vitamina D,mcg,"0,33","0,07","0,43",BRC0746B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,34","0,07","0,44",BRC0746B,Nome não encontrado
Tiamina,mg,"0,03","0,01","0,04",BRC0746B,Nome não encontrado
Riboflavina,mg,"0,07","0,01","0,09",BRC0746B,Nome não encontrado
Niacina,mg,"0,63","0,13","0,81",BRC0746B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01","0,05",BRC0746B,Nome não encontrado
Vitamina B12,mcg,"0,10","0,02","0,13",BRC0746B,Nome não encontrado
Vitamina C,mg,"7,38","1,48","9,60",BRC0746B,Nome não encontrado
Equivalente de folato,mcg,"6,23","1,25","8,10",BRC0746B,Nome não encontrado
Sal de adição,g,"0,32","0,06","0,42",BRC0746B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0746B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0746B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0746B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0746B,Nome não encontrado
