componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,901,901,BRC0043J,Nome não encontrado
Energia,kcal,216,216,BRC0043J,Nome não encontrado
Umidade,g,"59,4","59,4",BRC0043J,Nome não encontrado
Carboidrato total,g,"19,0","19,0",BRC0043J,Nome não encontrado
Carboidrato disponível,g,"15,6","15,6",BRC0043J,Nome não encontrado
Proteína,g,"6,94","6,94",BRC0043J,Nome não encontrado
Lipídios,g,"13,3","13,3",BRC0043J,Nome não encontrado
Fibra alimentar,g,"3,35","3,35",BRC0043J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0043J,Nome não encontrado
Cinzas,g,"1,40","1,40",BRC0043J,Nome não encontrado
Colesterol,mg,141,141,BRC0043J,Nome não encontrado
Ácidos graxos saturados,g,"2,73","2,73",BRC0043J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,84","3,84",BRC0043J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,47","5,47",BRC0043J,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,05",BRC0043J,Nome não encontrado
Cálcio,mg,"25,7","25,7",BRC0043J,Nome não encontrado
Ferro,mg,"1,02","1,02",BRC0043J,Nome não encontrado
Sódio,mg,"64,6","64,6",BRC0043J,Nome não encontrado
Magnésio,mg,"13,2","13,2",BRC0043J,Nome não encontrado
Fósforo,mg,100,100,BRC0043J,Nome não encontrado
Potássio,mg,323,323,BRC0043J,Nome não encontrado
Manganês,mg,"0,14","0,14",BRC0043J,Nome não encontrado
Zinco,mg,"0,75","0,75",BRC0043J,Nome não encontrado
Cobre,mg,"0,09","0,09",BRC0043J,Nome não encontrado
Selênio,mcg,"6,13","6,13",BRC0043J,Nome não encontrado
Vitamina A (RE),mcg,"76,8","76,8",BRC0043J,Nome não encontrado
Vitamina A (RAE),mcg,"71,3","71,3",BRC0043J,Nome não encontrado
Vitamina D,mcg,"0,75","0,75",BRC0043J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,88","0,88",BRC0043J,Nome não encontrado
Tiamina,mg,"0,11","0,11",BRC0043J,Nome não encontrado
Riboflavina,mg,"0,22","0,22",BRC0043J,Nome não encontrado
Niacina,mg,"1,48","1,48",BRC0043J,Nome não encontrado
Vitamina B6,mg,"0,07","0,07",BRC0043J,Nome não encontrado
Vitamina B12,mcg,"0,33","0,33",BRC0043J,Nome não encontrado
Vitamina C,mg,"8,91","8,91",BRC0043J,Nome não encontrado
Equivalente de folato,mcg,"25,8","25,8",BRC0043J,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0043J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0043J,Nome não encontrado
Gordura de adição,g,-,-,BRC0043J,Nome não encontrado
Proteína vegetal,g,-,-,BRC0043J,Nome não encontrado
Proteína animal,g,-,-,BRC0043J,Nome não encontrado
