componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1546,BRC0788A,Nome não encontrado
Energia,kcal,367,BRC0788A,Nome não encontrado
Umidade,g,"46,7",BRC0788A,Nome não encontrado
Carboidrato total,g,"61,8",BRC0788A,Nome não encontrado
Carboidrato disponível,g,"59,4",BRC0788A,Nome não encontrado
Proteína,g,"9,10",BRC0788A,Nome não encontrado
Lipídios,g,"9,80",BRC0788A,Nome não encontrado
Fibra alimentar,g,"2,37",BRC0788A,Nome não encontrado
Álcool,g,"0,00",BRC0788A,Nome não encontrado
Cinzas,g,"1,51",BRC0788A,Nome não encontrado
Colesterol,mg,"3,80",BRC0788A,Nome não encontrado
Ácidos graxos saturados,g,"2,01",BRC0788A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,71",BRC0788A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,66",BRC0788A,Nome não encontrado
Ácidos graxos trans,g,"0,08",BRC0788A,Nome não encontrado
Cálcio,mg,"52,5",BRC0788A,Nome não encontrado
Ferro,mg,"4,28",BRC0788A,Nome não encontrado
Sódio,mg,275,BRC0788A,Nome não encontrado
Magnésio,mg,"30,3",BRC0788A,Nome não encontrado
Fósforo,mg,122,BRC0788A,Nome não encontrado
Potássio,mg,229,BRC0788A,Nome não encontrado
Manganês,mg,"0,41",BRC0788A,Nome não encontrado
Zinco,mg,"0,99",BRC0788A,Nome não encontrado
Cobre,mg,"0,15",BRC0788A,Nome não encontrado
Selênio,mcg,"5,77",BRC0788A,Nome não encontrado
Vitamina A (RE),mcg,"63,3",BRC0788A,Nome não encontrado
Vitamina A (RAE),mcg,"39,0",BRC0788A,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0788A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,53",BRC0788A,Nome não encontrado
Tiamina,mg,"0,21",BRC0788A,Nome não encontrado
Riboflavina,mg,"0,09",BRC0788A,Nome não encontrado
Niacina,mg,"1,12",BRC0788A,Nome não encontrado
Vitamina B6,mg,"0,01",BRC0788A,Nome não encontrado
Vitamina B12,mcg,"0,12",BRC0788A,Nome não encontrado
Vitamina C,mg,"3,84",BRC0788A,Nome não encontrado
Equivalente de folato,mcg,214,BRC0788A,Nome não encontrado
Sal de adição,g,"0,30",BRC0788A,Nome não encontrado
Açúcar de adição,g,"3,00",BRC0788A,Nome não encontrado
Gordura de adição,g,-,BRC0788A,Nome não encontrado
Proteína vegetal,g,-,BRC0788A,Nome não encontrado
Proteína animal,g,-,BRC0788A,Nome não encontrado
