componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (120 g),codigo_alimento,nome_alimento
Energia,kJ,129,154,BRC0138T,Nome não encontrado
Energia,kcal,31,37,BRC0138T,Nome não encontrado
Umidade,g,"91,9",110,BRC0138T,Nome não encontrado
Carboidrato total,g,"2,90","3,48",BRC0138T,Nome não encontrado
Carboidrato disponível,g,"2,03","2,44",BRC0138T,Nome não encontrado
Proteína,g,"2,40","2,88",BRC0138T,Nome não encontrado
Lipídios,g,"1,27","1,52",BRC0138T,Nome não encontrado
Fibra alimentar,g,"0,87","1,04",BRC0138T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0138T,Nome não encontrado
Cinzas,g,"1,52","1,82",BRC0138T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0138T,Nome não encontrado
Ácidos graxos saturados,g,"0,17","0,21",BRC0138T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,20","0,24",BRC0138T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,58","0,69",BRC0138T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0138T,Nome não encontrado
Cálcio,mg,"22,7","27,2",BRC0138T,Nome não encontrado
Ferro,mg,"0,50","0,60",BRC0138T,Nome não encontrado
Sódio,mg,315,378,BRC0138T,Nome não encontrado
Magnésio,mg,"11,4","13,7",BRC0138T,Nome não encontrado
Fósforo,mg,"37,5","45,0",BRC0138T,Nome não encontrado
Potássio,mg,"74,0","88,8",BRC0138T,Nome não encontrado
Manganês,mg,"0,07","0,09",BRC0138T,Nome não encontrado
Zinco,mg,"0,38","0,45",BRC0138T,Nome não encontrado
Cobre,mg,"0,05","0,06",BRC0138T,Nome não encontrado
Selênio,mcg,"0,07","0,08",BRC0138T,Nome não encontrado
Vitamina A (RE),mcg,"71,6","85,9",BRC0138T,Nome não encontrado
Vitamina A (RAE),mcg,"37,1","44,6",BRC0138T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0138T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,08","0,09",BRC0138T,Nome não encontrado
Tiamina,mg,"0,01","0,02",BRC0138T,Nome não encontrado
Riboflavina,mg,"0,02","0,02",BRC0138T,Nome não encontrado
Niacina,mg,"0,16","0,19",BRC0138T,Nome não encontrado
Vitamina B6,mg,"0,04","0,05",BRC0138T,Nome não encontrado
Vitamina B12,mcg,"0,01","0,01",BRC0138T,Nome não encontrado
Vitamina C,mg,"0,63","0,76",BRC0138T,Nome não encontrado
Equivalente de folato,mcg,"6,21","7,45",BRC0138T,Nome não encontrado
Sal de adição,g,,,BRC0138T,Nome não encontrado
Açúcar de adição,g,,,BRC0138T,Nome não encontrado
Gordura de adição,g,-,-,BRC0138T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0138T,Nome não encontrado
Proteína animal,g,-,-,BRC0138T,Nome não encontrado
