componente,unidade,Valor por 100g,Colher sopa rasa (20 g),codigo_alimento,nome_alimento
Energia,kJ,483,96,BRC0211T,Nome não encontrado
Energia,kcal,115,22,BRC0211T,Nome não encontrado
Umidade,g,"66,2","13,2",BRC0211T,Nome não encontrado
Carboidrato total,g,"20,4","4,07",BRC0211T,Nome não encontrado
Carboidrato disponível,g,"13,1","2,62",BRC0211T,Nome não encontrado
Proteína,g,"8,42","1,68",BRC0211T,Nome não encontrado
Lipídios,g,"1,59","0,32",BRC0211T,Nome não encontrado
Fibra alimentar,g,"7,27","1,45",BRC0211T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0211T,Nome não encontrado
Cinzas,g,"3,38","0,68",BRC0211T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0211T,Nome não encontrado
Ácidos graxos saturados,g,"0,24","0,05",BRC0211T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,30","0,06",BRC0211T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,92","0,18",BRC0211T,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0211T,Nome não encontrado
Cálcio,mg,"44,3","8,85",BRC0211T,Nome não encontrado
Ferro,mg,"7,38","1,48",BRC0211T,Nome não encontrado
Sódio,mg,"2,08","0,42",BRC0211T,Nome não encontrado
Magnésio,mg,"97,4","19,5",BRC0211T,Nome não encontrado
Fósforo,mg,138,"27,8",BRC0211T,Nome não encontrado
Potássio,mg,396,"79,3",BRC0211T,Nome não encontrado
Manganês,mg,"2,54","0,51",BRC0211T,Nome não encontrado
Zinco,mg,"4,20","0,84",BRC0211T,Nome não encontrado
Cobre,mg,"0,96","0,19",BRC0211T,Nome não encontrado
Selênio,mcg,"0,05","0,01",BRC0211T,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0211T,Nome não encontrado
Vitamina A (RAE),mcg,"0,12","0,02",BRC0211T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0211T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,18","0,04",BRC0211T,Nome não encontrado
Tiamina,mg,"0,16","0,03",BRC0211T,Nome não encontrado
Riboflavina,mg,"0,06","0,01",BRC0211T,Nome não encontrado
Niacina,mg,"0,55","0,11",BRC0211T,Nome não encontrado
Vitamina B6,mg,"0,13","0,03",BRC0211T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0211T,Nome não encontrado
Vitamina C,mg,"1,55","0,31",BRC0211T,Nome não encontrado
Equivalente de folato,mcg,124,"24,8",BRC0211T,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0211T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0211T,Nome não encontrado
Gordura de adição,g,-,-,BRC0211T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0211T,Nome não encontrado
Proteína animal,g,-,-,BRC0211T,Nome não encontrado
