componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,1157,1157,BRC0054E,Nome não encontrado
Energia,kcal,278,277,BRC0054E,Nome não encontrado
Umidade,g,"53,2","53,2",BRC0054E,Nome não encontrado
Carboidrato total,g,"5,03","5,03",BRC0054E,Nome não encontrado
Carboidrato disponível,g,"5,03","5,03",BRC0054E,Nome não encontrado
Proteína,g,"21,4","21,4",BRC0054E,Nome não encontrado
Lipídios,g,"19,1","19,1",BRC0054E,Nome não encontrado
Fibra alimentar,g,traços,traços,BRC0054E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0054E,Nome não encontrado
Cinzas,g,"1,21","1,21",BRC0054E,Nome não encontrado
Colesterol,mg,"73,0","73,0",BRC0054E,Nome não encontrado
Ácidos graxos saturados,g,"2,28","2,28",BRC0054E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,56","4,56",BRC0054E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"10,4","10,4",BRC0054E,Nome não encontrado
Ácidos graxos trans,g,,,BRC0054E,Nome não encontrado
Cálcio,mg,"26,4","26,4",BRC0054E,Nome não encontrado
Ferro,mg,"0,94","0,94",BRC0054E,Nome não encontrado
Sódio,mg,"90,5","90,5",BRC0054E,Nome não encontrado
Magnésio,mg,"28,4","28,4",BRC0054E,Nome não encontrado
Fósforo,mg,216,216,BRC0054E,Nome não encontrado
Potássio,mg,216,216,BRC0054E,Nome não encontrado
Manganês,mg,"0,07","0,07",BRC0054E,Nome não encontrado
Zinco,mg,"0,43","0,43",BRC0054E,Nome não encontrado
Cobre,mg,"0,03","0,03",BRC0054E,Nome não encontrado
Selênio,mcg,,,BRC0054E,Nome não encontrado
Vitamina A (RE),mcg,"17,5","17,5",BRC0054E,Nome não encontrado
Vitamina A (RAE),mcg,"17,5","17,5",BRC0054E,Nome não encontrado
Vitamina D,mcg,,,BRC0054E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0054E,Nome não encontrado
Tiamina,mg,traços,traços,BRC0054E,Nome não encontrado
Riboflavina,mg,"0,03","0,03",BRC0054E,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0054E,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0054E,Nome não encontrado
Vitamina B12,mcg,"1,29","1,29",BRC0054E,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0054E,Nome não encontrado
Equivalente de folato,mcg,"22,8","22,8",BRC0054E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0054E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0054E,Nome não encontrado
Gordura de adição,g,-,-,BRC0054E,Nome não encontrado
Proteína vegetal,g,-,-,BRC0054E,Nome não encontrado
Proteína animal,g,-,-,BRC0054E,Nome não encontrado
