componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,571,BRC0206K,Nome não encontrado
Energia,kcal,136,BRC0206K,Nome não encontrado
Umidade,g,"70,4",BRC0206K,Nome não encontrado
Carboidrato total,g,"20,3",BRC0206K,Nome não encontrado
Carboidrato disponível,g,"20,3",BRC0206K,Nome não encontrado
Proteína,g,"4,22",BRC0206K,Nome não encontrado
Lipídios,g,"4,17",BRC0206K,Nome não encontrado
Fibra alimentar,g,"0,01",BRC0206K,Nome não encontrado
Álcool,g,"0,00",BRC0206K,Nome não encontrado
Cinzas,g,"0,94",BRC0206K,Nome não encontrado
Colesterol,mg,"8,68",BRC0206K,Nome não encontrado
Ácidos graxos saturados,g,"2,59",BRC0206K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,13",BRC0206K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,14",BRC0206K,Nome não encontrado
Ácidos graxos trans,g,"0,07",BRC0206K,Nome não encontrado
Cálcio,mg,144,BRC0206K,Nome não encontrado
Ferro,mg,"0,09",BRC0206K,Nome não encontrado
Sódio,mg,"71,2",BRC0206K,Nome não encontrado
Magnésio,mg,"13,2",BRC0206K,Nome não encontrado
Fósforo,mg,110,BRC0206K,Nome não encontrado
Potássio,mg,189,BRC0206K,Nome não encontrado
Manganês,mg,"0,00",BRC0206K,Nome não encontrado
Zinco,mg,"0,51",BRC0206K,Nome não encontrado
Cobre,mg,"0,02",BRC0206K,Nome não encontrado
Selênio,mcg,"7,55",BRC0206K,Nome não encontrado
Vitamina A (RE),mcg,"52,1",BRC0206K,Nome não encontrado
Vitamina A (RAE),mcg,"50,3",BRC0206K,Nome não encontrado
Vitamina D,mcg,"0,04",BRC0206K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09",BRC0206K,Nome não encontrado
Tiamina,mg,"0,05",BRC0206K,Nome não encontrado
Riboflavina,mg,"0,26",BRC0206K,Nome não encontrado
Niacina,mg,"1,07",BRC0206K,Nome não encontrado
Vitamina B6,mg,"0,16",BRC0206K,Nome não encontrado
Vitamina B12,mcg,"0,39",BRC0206K,Nome não encontrado
Vitamina C,mg,"0,73",BRC0206K,Nome não encontrado
Equivalente de folato,mcg,"6,89",BRC0206K,Nome não encontrado
Sal de adição,g,,BRC0206K,Nome não encontrado
Açúcar de adição,g,,BRC0206K,Nome não encontrado
Gordura de adição,g,-,BRC0206K,Nome não encontrado
Proteína vegetal,g,-,BRC0206K,Nome não encontrado
Proteína animal,g,-,BRC0206K,Nome não encontrado
