componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (20 g),codigo_alimento,nome_alimento
Energia,kJ,584,116,BRC0009F,Nome não encontrado
Energia,kcal,139,27,BRC0009F,Nome não encontrado
Umidade,g,"71,0","14,2",BRC0009F,Nome não encontrado
Carboidrato total,g,"5,00","1,00",BRC0009F,Nome não encontrado
Carboidrato disponível,g,"5,00","1,00",BRC0009F,Nome não encontrado
Proteína,g,"15,0","3,00",BRC0009F,Nome não encontrado
Lipídios,g,"6,60","1,32",BRC0009F,Nome não encontrado
Fibra alimentar,g,,,BRC0009F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0009F,Nome não encontrado
Cinzas,g,"2,40","0,48",BRC0009F,Nome não encontrado
Colesterol,mg,"37,2","7,43",BRC0009F,Nome não encontrado
Ácidos graxos saturados,g,"1,91","0,38",BRC0009F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,55","0,51",BRC0009F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,12","0,22",BRC0009F,Nome não encontrado
Ácidos graxos trans,g,,,BRC0009F,Nome não encontrado
Cálcio,mg,"24,9","4,98",BRC0009F,Nome não encontrado
Ferro,mg,"0,97","0,19",BRC0009F,Nome não encontrado
Sódio,mg,1040,208,BRC0009F,Nome não encontrado
Magnésio,mg,"16,8","3,37",BRC0009F,Nome não encontrado
Fósforo,mg,248,"49,7",BRC0009F,Nome não encontrado
Potássio,mg,298,"59,6",BRC0009F,Nome não encontrado
Manganês,mg,"0,04","0,01",BRC0009F,Nome não encontrado
Zinco,mg,"1,82","0,36",BRC0009F,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0009F,Nome não encontrado
Selênio,mcg,,,BRC0009F,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0009F,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0009F,Nome não encontrado
Vitamina D,mcg,"0,54","0,11",BRC0009F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,06","0,01",BRC0009F,Nome não encontrado
Tiamina,mg,"0,69","0,14",BRC0009F,Nome não encontrado
Riboflavina,mg,"0,04","0,01",BRC0009F,Nome não encontrado
Niacina,mg,"0,77","0,15",BRC0009F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0009F,Nome não encontrado
Vitamina B12,mcg,"0,37","0,07",BRC0009F,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0009F,Nome não encontrado
Equivalente de folato,mcg,"6,20","1,24",BRC0009F,Nome não encontrado
Sal de adição,g,,,BRC0009F,Nome não encontrado
Açúcar de adição,g,,,BRC0009F,Nome não encontrado
Gordura de adição,g,,,BRC0009F,Nome não encontrado
Proteína vegetal,g,,,BRC0009F,Nome não encontrado
Proteína animal,g,,,BRC0009F,Nome não encontrado
