componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,136,326,224,BRC0234C,Nome não encontrado
Energia,kcal,32,77,53,BRC0234C,Nome não encontrado
Umidade,g,"91,4",219,150,BRC0234C,Nome não encontrado
Carboidrato total,g,"7,34","17,6","12,1",BRC0234C,Nome não encontrado
Carboidrato disponível,g,"5,26","12,6","8,67",BRC0234C,Nome não encontrado
Proteína,g,"0,49","1,17","0,81",BRC0234C,Nome não encontrado
Lipídios,g,"0,58","1,40","0,96",BRC0234C,Nome não encontrado
Fibra alimentar,g,"2,08","4,99","3,43",BRC0234C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0234C,Nome não encontrado
Cinzas,g,"0,19","0,46","0,32",BRC0234C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0234C,Nome não encontrado
Ácidos graxos saturados,g,,,,BRC0234C,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,,BRC0234C,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,,BRC0234C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0234C,Nome não encontrado
Cálcio,mg,"4,80","11,5","7,92",BRC0234C,Nome não encontrado
Ferro,mg,"0,25","0,60","0,42",BRC0234C,Nome não encontrado
Sódio,mg,"11,6","27,8","19,1",BRC0234C,Nome não encontrado
Magnésio,mg,"9,20","22,1","15,2",BRC0234C,Nome não encontrado
Fósforo,mg,"12,0","28,8","19,8",BRC0234C,Nome não encontrado
Potássio,mg,"58,4",140,"96,4",BRC0234C,Nome não encontrado
Manganês,mg,"0,01","0,03","0,02",BRC0234C,Nome não encontrado
Zinco,mg,"0,24","0,57","0,39",BRC0234C,Nome não encontrado
Cobre,mg,"0,16","0,38","0,26",BRC0234C,Nome não encontrado
Selênio,mcg,,,,BRC0234C,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0234C,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0234C,Nome não encontrado
Vitamina D,mcg,,,,BRC0234C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00","0,00",BRC0234C,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC0234C,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0234C,Nome não encontrado
Niacina,mg,"0,07","0,16","0,11",BRC0234C,Nome não encontrado
Vitamina B6,mg,"0,03","0,07","0,05",BRC0234C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0234C,Nome não encontrado
Vitamina C,mg,"2,20","5,27","3,62",BRC0234C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0234C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0234C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0234C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0234C,Nome não encontrado
Proteína vegetal,g,"0,49","1,17","0,81",BRC0234C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0234C,Nome não encontrado
