componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1401,BRC1049F,Nome não encontrado
Energia,kcal,336,BRC1049F,Nome não encontrado
Umidade,g,"39,4",BRC1049F,Nome não encontrado
Carboidrato total,g,"14,7",BRC1049F,Nome não encontrado
Carboidrato disponível,g,"14,0",BRC1049F,Nome não encontrado
Proteína,g,"24,2",BRC1049F,Nome não encontrado
Lipídios,g,"20,2",BRC1049F,Nome não encontrado
Fibra alimentar,g,"0,71",BRC1049F,Nome não encontrado
Álcool,g,"0,00",BRC1049F,Nome não encontrado
Cinzas,g,"1,67",BRC1049F,Nome não encontrado
Colesterol,mg,108,BRC1049F,Nome não encontrado
Ácidos graxos saturados,g,"5,88",BRC1049F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,04",BRC1049F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,00",BRC1049F,Nome não encontrado
Ácidos graxos trans,g,"0,05",BRC1049F,Nome não encontrado
Cálcio,mg,"13,4",BRC1049F,Nome não encontrado
Ferro,mg,"1,87",BRC1049F,Nome não encontrado
Sódio,mg,284,BRC1049F,Nome não encontrado
Magnésio,mg,"34,3",BRC1049F,Nome não encontrado
Fósforo,mg,236,BRC1049F,Nome não encontrado
Potássio,mg,360,BRC1049F,Nome não encontrado
Manganês,mg,"0,21",BRC1049F,Nome não encontrado
Zinco,mg,"2,31",BRC1049F,Nome não encontrado
Cobre,mg,"0,08",BRC1049F,Nome não encontrado
Selênio,mcg,"13,8",BRC1049F,Nome não encontrado
Vitamina A (RE),mcg,"15,7",BRC1049F,Nome não encontrado
Vitamina A (RAE),mcg,"15,6",BRC1049F,Nome não encontrado
Vitamina D,mcg,"0,56",BRC1049F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,92",BRC1049F,Nome não encontrado
Tiamina,mg,"0,84",BRC1049F,Nome não encontrado
Riboflavina,mg,"0,05",BRC1049F,Nome não encontrado
Niacina,mg,"13,0",BRC1049F,Nome não encontrado
Vitamina B6,mg,"0,01",BRC1049F,Nome não encontrado
Vitamina B12,mcg,"0,56",BRC1049F,Nome não encontrado
Vitamina C,mg,"0,00",BRC1049F,Nome não encontrado
Equivalente de folato,mcg,"44,8",BRC1049F,Nome não encontrado
Sal de adição,g,,BRC1049F,Nome não encontrado
Açúcar de adição,g,,BRC1049F,Nome não encontrado
Gordura de adição,g,-,BRC1049F,Nome não encontrado
Proteína vegetal,g,-,BRC1049F,Nome não encontrado
Proteína animal,g,-,BRC1049F,Nome não encontrado
