componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,1323,1455,BRC0839B,Nome não encontrado
Energia,kcal,314,344,BRC0839B,Nome não encontrado
Umidade,g,"29,8","32,8",BRC0839B,Nome não encontrado
Carboidrato total,g,"60,5","66,5",BRC0839B,Nome não encontrado
Carboidrato disponível,g,"59,5","65,5",BRC0839B,Nome não encontrado
Proteína,g,"1,95","2,15",BRC0839B,Nome não encontrado
Lipídios,g,"7,31","8,04",BRC0839B,Nome não encontrado
Fibra alimentar,g,"0,94","1,04",BRC0839B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0839B,Nome não encontrado
Cinzas,g,"0,49","0,54",BRC0839B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0839B,Nome não encontrado
Ácidos graxos saturados,g,"5,13","5,64",BRC0839B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,48","0,53",BRC0839B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,08",BRC0839B,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,04",BRC0839B,Nome não encontrado
Cálcio,mg,"54,1","59,6",BRC0839B,Nome não encontrado
Ferro,mg,"0,49","0,54",BRC0839B,Nome não encontrado
Sódio,mg,"17,3","19,0",BRC0839B,Nome não encontrado
Magnésio,mg,"12,4","13,6",BRC0839B,Nome não encontrado
Fósforo,mg,"43,6","47,9",BRC0839B,Nome não encontrado
Potássio,mg,117,129,BRC0839B,Nome não encontrado
Manganês,mg,"0,16","0,17",BRC0839B,Nome não encontrado
Zinco,mg,"0,37","0,40",BRC0839B,Nome não encontrado
Cobre,mg,"0,04","0,05",BRC0839B,Nome não encontrado
Selênio,mcg,"3,86","4,24",BRC0839B,Nome não encontrado
Vitamina A (RE),mcg,"8,21","9,04",BRC0839B,Nome não encontrado
Vitamina A (RAE),mcg,"8,08","8,89",BRC0839B,Nome não encontrado
Vitamina D,mcg,"0,02","0,03",BRC0839B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,06","0,07",BRC0839B,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0839B,Nome não encontrado
Riboflavina,mg,"0,05","0,05",BRC0839B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0839B,Nome não encontrado
Vitamina B6,mg,"0,09","0,10",BRC0839B,Nome não encontrado
Vitamina B12,mcg,"0,07","0,07",BRC0839B,Nome não encontrado
Vitamina C,mg,"0,70","0,77",BRC0839B,Nome não encontrado
Equivalente de folato,mcg,"5,85","6,44",BRC0839B,Nome não encontrado
Sal de adição,g,,,BRC0839B,Nome não encontrado
Açúcar de adição,g,,,BRC0839B,Nome não encontrado
Gordura de adição,g,-,-,BRC0839B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0839B,Nome não encontrado
Proteína animal,g,-,-,BRC0839B,Nome não encontrado
