componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,394,216,BRC0185N,Nome não encontrado
Energia,kcal,94,51,BRC0185N,Nome não encontrado
Umidade,g,"79,5","43,7",BRC0185N,Nome não encontrado
Carboidrato total,g,"5,02","2,76",BRC0185N,Nome não encontrado
Carboidrato disponível,g,"4,14","2,28",BRC0185N,Nome não encontrado
Proteína,g,"11,7","6,41",BRC0185N,Nome não encontrado
Lipídios,g,"3,21","1,77",BRC0185N,Nome não encontrado
Fibra alimentar,g,"0,89","0,49",BRC0185N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0185N,Nome não encontrado
Cinzas,g,"0,62","0,34",BRC0185N,Nome não encontrado
Colesterol,mg,"31,7","17,4",BRC0185N,Nome não encontrado
Ácidos graxos saturados,g,"0,70","0,39",BRC0185N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,87","1,03",BRC0185N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,47","0,26",BRC0185N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0185N,Nome não encontrado
Cálcio,mg,"9,44","5,19",BRC0185N,Nome não encontrado
Ferro,mg,"0,27","0,15",BRC0185N,Nome não encontrado
Sódio,mg,"14,6","8,03",BRC0185N,Nome não encontrado
Magnésio,mg,"8,98","4,94",BRC0185N,Nome não encontrado
Fósforo,mg,"92,0","50,6",BRC0185N,Nome não encontrado
Potássio,mg,189,104,BRC0185N,Nome não encontrado
Manganês,mg,"0,06","0,03",BRC0185N,Nome não encontrado
Zinco,mg,"0,45","0,25",BRC0185N,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0185N,Nome não encontrado
Selênio,mcg,"4,28","2,36",BRC0185N,Nome não encontrado
Vitamina A (RE),mcg,143,"79,2",BRC0185N,Nome não encontrado
Vitamina A (RAE),mcg,"72,2","39,7",BRC0185N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0185N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,45","0,25",BRC0185N,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0185N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0185N,Nome não encontrado
Niacina,mg,"3,45","1,90",BRC0185N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0185N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0185N,Nome não encontrado
Vitamina C,mg,"3,53","1,94",BRC0185N,Nome não encontrado
Equivalente de folato,mcg,"5,93","3,26",BRC0185N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0185N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0185N,Nome não encontrado
Gordura de adição,g,-,-,BRC0185N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0185N,Nome não encontrado
Proteína animal,g,-,-,BRC0185N,Nome não encontrado
