componente,unidade,Valor por 100g,Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,1603,224,BRC0033R,Nome não encontrado
Energia,kcal,378,52,BRC0033R,Nome não encontrado
Umidade,g,"3,40","0,48",BRC0033R,Nome não encontrado
Carboidrato total,g,"70,9","9,93",BRC0033R,Nome não encontrado
Carboidrato disponível,g,"66,9","9,36",BRC0033R,Nome não encontrado
Proteína,g,"21,6","3,02",BRC0033R,Nome não encontrado
Lipídios,g,"1,80","0,25",BRC0033R,Nome não encontrado
Fibra alimentar,g,"4,03","0,56",BRC0033R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0033R,Nome não encontrado
Cinzas,g,"2,30","0,32",BRC0033R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0033R,Nome não encontrado
Ácidos graxos saturados,g,"1,80","0,25",BRC0033R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0033R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0033R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0033R,Nome não encontrado
Cálcio,mg,"16,5","2,30",BRC0033R,Nome não encontrado
Ferro,mg,"0,49","0,07",BRC0033R,Nome não encontrado
Sódio,mg,"18,9","2,64",BRC0033R,Nome não encontrado
Magnésio,mg,"8,48","1,19",BRC0033R,Nome não encontrado
Fósforo,mg,"5,36","0,75",BRC0033R,Nome não encontrado
Potássio,mg,"29,0","4,06",BRC0033R,Nome não encontrado
Manganês,mg,"0,07","0,01",BRC0033R,Nome não encontrado
Zinco,mg,"0,11","0,01",BRC0033R,Nome não encontrado
Cobre,mg,"0,24","0,03",BRC0033R,Nome não encontrado
Selênio,mcg,,,BRC0033R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0033R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0033R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0033R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,00",BRC0033R,Nome não encontrado
Tiamina,mg,"0,05","0,01",BRC0033R,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0033R,Nome não encontrado
Niacina,mg,traços,traços,BRC0033R,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0033R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0033R,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0033R,Nome não encontrado
Equivalente de folato,mcg,"2,01","0,28",BRC0033R,Nome não encontrado
Sal de adição,g,,,BRC0033R,Nome não encontrado
Açúcar de adição,g,,,BRC0033R,Nome não encontrado
Gordura de adição,g,,,BRC0033R,Nome não encontrado
Proteína vegetal,g,,,BRC0033R,Nome não encontrado
Proteína animal,g,,,BRC0033R,Nome não encontrado
