componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,261,52,39,BRC0324B,Nome não encontrado
Energia,kcal,63,12,9,BRC0324B,Nome não encontrado
Umidade,g,"85,4","17,1","12,8",BRC0324B,Nome não encontrado
Carboidrato total,g,"9,48","1,90","1,42",BRC0324B,Nome não encontrado
Carboidrato disponível,g,"6,82","1,36","1,02",BRC0324B,Nome não encontrado
Proteína,g,"1,62","0,32","0,24",BRC0324B,Nome não encontrado
Lipídios,g,"2,60","0,52","0,39",BRC0324B,Nome não encontrado
Fibra alimentar,g,"2,66","0,53","0,40",BRC0324B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0324B,Nome não encontrado
Cinzas,g,"0,74","0,15","0,11",BRC0324B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0324B,Nome não encontrado
Ácidos graxos saturados,g,"0,39","0,08","0,06",BRC0324B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,91","0,38","0,29",BRC0324B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,27","0,05","0,04",BRC0324B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0324B,Nome não encontrado
Cálcio,mg,"17,0","3,40","2,55",BRC0324B,Nome não encontrado
Ferro,mg,"0,38","0,08","0,06",BRC0324B,Nome não encontrado
Sódio,mg,"7,79","1,56","1,17",BRC0324B,Nome não encontrado
Magnésio,mg,"17,7","3,54","2,66",BRC0324B,Nome não encontrado
Fósforo,mg,"19,8","3,96","2,97",BRC0324B,Nome não encontrado
Potássio,mg,315,"63,1","47,3",BRC0324B,Nome não encontrado
Manganês,mg,"0,95","0,19","0,14",BRC0324B,Nome não encontrado
Zinco,mg,"0,53","0,11","0,08",BRC0324B,Nome não encontrado
Cobre,mg,"0,07","0,01","0,01",BRC0324B,Nome não encontrado
Selênio,mcg,"0,18","0,04","0,03",BRC0324B,Nome não encontrado
Vitamina A (RE),mcg,"31,8","6,36","4,77",BRC0324B,Nome não encontrado
Vitamina A (RAE),mcg,"15,9","3,18","2,39",BRC0324B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0324B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,52","0,10","0,08",BRC0324B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,01",BRC0324B,Nome não encontrado
Riboflavina,mg,"0,01","0,00","0,00",BRC0324B,Nome não encontrado
Niacina,mg,"0,02","0,00","0,00",BRC0324B,Nome não encontrado
Vitamina B6,mg,"0,06","0,01","0,01",BRC0324B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0324B,Nome não encontrado
Vitamina C,mg,"5,03","1,01","0,75",BRC0324B,Nome não encontrado
Equivalente de folato,mcg,"92,0","18,4","13,8",BRC0324B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0324B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0324B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0324B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0324B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0324B,Nome não encontrado
