componente,unidade,Valor por 100g,Colher sopa cheia (37 g),Colher sopa rasa (22 g),codigo_alimento,nome_alimento
Energia,kJ,667,246,146,BRC0309B,Nome não encontrado
Energia,kcal,159,58,34,BRC0309B,Nome não encontrado
Umidade,g,"65,1","24,1","14,3",BRC0309B,Nome não encontrado
Carboidrato total,g,"28,2","10,4","6,20",BRC0309B,Nome não encontrado
Carboidrato disponível,g,"26,5","9,80","5,83",BRC0309B,Nome não encontrado
Proteína,g,"0,60","0,22","0,13",BRC0309B,Nome não encontrado
Lipídios,g,"5,20","1,93","1,14",BRC0309B,Nome não encontrado
Fibra alimentar,g,"1,68","0,62","0,37",BRC0309B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0309B,Nome não encontrado
Cinzas,g,"0,88","0,33","0,19",BRC0309B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0309B,Nome não encontrado
Ácidos graxos saturados,g,"0,83","0,31","0,18",BRC0309B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,24","0,46","0,27",BRC0309B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,06","1,13","0,67",BRC0309B,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,01","0,01",BRC0309B,Nome não encontrado
Cálcio,mg,"17,6","6,51","3,87",BRC0309B,Nome não encontrado
Ferro,mg,"0,08","0,03","0,02",BRC0309B,Nome não encontrado
Sódio,mg,188,"69,8","41,5",BRC0309B,Nome não encontrado
Magnésio,mg,"25,2","9,32","5,54",BRC0309B,Nome não encontrado
Fósforo,mg,"21,0","7,79","4,63",BRC0309B,Nome não encontrado
Potássio,mg,"94,3","34,9","20,7",BRC0309B,Nome não encontrado
Manganês,mg,"0,06","0,02","0,01",BRC0309B,Nome não encontrado
Zinco,mg,"0,17","0,06","0,04",BRC0309B,Nome não encontrado
Cobre,mg,"0,03","0,01","0,01",BRC0309B,Nome não encontrado
Selênio,mcg,"0,46","0,17","0,10",BRC0309B,Nome não encontrado
Vitamina A (RE),mcg,"12,4","4,59","2,73",BRC0309B,Nome não encontrado
Vitamina A (RAE),mcg,"6,20","2,29","1,36",BRC0309B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0309B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,76","0,28","0,17",BRC0309B,Nome não encontrado
Tiamina,mg,"0,06","0,02","0,01",BRC0309B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0309B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0309B,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,01",BRC0309B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0309B,Nome não encontrado
Vitamina C,mg,"10,4","3,85","2,29",BRC0309B,Nome não encontrado
Equivalente de folato,mcg,"9,85","3,64","2,17",BRC0309B,Nome não encontrado
Sal de adição,g,"0,32","0,12","0,07",BRC0309B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0309B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0309B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0309B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0309B,Nome não encontrado
