componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,198,475,326,BRC0128G,Nome não encontrado
Energia,kcal,47,113,78,BRC0128G,Nome não encontrado
Umidade,g,"90,4",216,149,BRC0128G,Nome não encontrado
Carboidrato total,g,"2,65","6,35","4,36",BRC0128G,Nome não encontrado
Carboidrato disponível,g,"2,65","6,35","4,36",BRC0128G,Nome não encontrado
Proteína,g,"3,91","9,38","6,45",BRC0128G,Nome não encontrado
Lipídios,g,"2,34","5,62","3,86",BRC0128G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00","0,00",BRC0128G,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0128G,Nome não encontrado
Cinzas,g,"0,73","1,74","1,20",BRC0128G,Nome não encontrado
Colesterol,mg,"11,5","27,5","18,9",BRC0128G,Nome não encontrado
Ácidos graxos saturados,g,"1,51","3,62","2,49",BRC0128G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,71","1,71","1,17",BRC0128G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,12","0,29","0,20",BRC0128G,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,20","0,14",BRC0128G,Nome não encontrado
Cálcio,mg,220,528,363,BRC0128G,Nome não encontrado
Ferro,mg,"0,04","0,10","0,07",BRC0128G,Nome não encontrado
Sódio,mg,"40,3","96,7","66,5",BRC0128G,Nome não encontrado
Magnésio,mg,"12,1","29,0","20,0",BRC0128G,Nome não encontrado
Fósforo,mg,105,253,174,BRC0128G,Nome não encontrado
Potássio,mg,165,396,272,BRC0128G,Nome não encontrado
Manganês,mg,"0,01","0,01","0,01",BRC0128G,Nome não encontrado
Zinco,mg,"0,46","1,11","0,76",BRC0128G,Nome não encontrado
Cobre,mg,"0,01","0,02","0,01",BRC0128G,Nome não encontrado
Selênio,mcg,"3,63","8,70","5,98",BRC0128G,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0128G,Nome não encontrado
Vitamina A (RAE),mcg,392,941,647,BRC0128G,Nome não encontrado
Vitamina D,mcg,"2,29","5,51","3,79",BRC0128G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,05","0,11","0,08",BRC0128G,Nome não encontrado
Tiamina,mg,"0,03","0,07","0,05",BRC0128G,Nome não encontrado
Riboflavina,mg,"0,14","0,33","0,22",BRC0128G,Nome não encontrado
Niacina,mg,"0,15","0,36","0,25",BRC0128G,Nome não encontrado
Vitamina B6,mg,"0,06","0,14","0,10",BRC0128G,Nome não encontrado
Vitamina B12,mcg,"0,29","0,70","0,48",BRC0128G,Nome não encontrado
Vitamina C,mg,,,,BRC0128G,Nome não encontrado
Equivalente de folato,mcg,"13,1","31,4","21,6",BRC0128G,Nome não encontrado
Sal de adição,g,,,,BRC0128G,Nome não encontrado
Açúcar de adição,g,,,,BRC0128G,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0128G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00","0,00",BRC0128G,Nome não encontrado
Proteína animal,g,"3,91","9,38","6,45",BRC0128G,Nome não encontrado
